date,competition,home_team,away_team,home_score,away_score,result
01/06/1952,Primera División,Independiente,San Lorenzo,3,2,WIN
02/11/1952,Primera División,San Lorenzo,Independiente,2,3,WIN
04/05/1952,Primera División,Independiente,Vélez Sarsfield,3,3,DRAW
06/04/1952,Primera División,Independiente,River Plate,3,3,DRAW
06/07/1952,Primera División,Newell’s Old Boys,Independiente,2,2,DRAW
08/10/1952,Primera División,Vélez Sarsfield,Independiente,1,2,WIN
08/11/1952,Primera División,Independiente,Huracán,1,0,WIN
11/05/1952,Primera División,Chacarita Juniors,Independiente,2,1,LOSS
11/11/1952,Primera División,Lanús,Independiente,0,2,WIN
12/10/1952,Primera División,Independiente,Chacarita Juniors,2,0,WIN
13/04/1952,Primera División,Platense,Independiente,4,4,DRAW
14/09/1952,Primera División,Independiente,Platense,2,1,WIN
15/06/1952,Primera División,Independiente,Lanús,2,3,LOSS
16/11/1952,Primera División,Independiente,Banfield,1,1,DRAW
17/08/1952,Primera División,Independiente,Racing Club,1,1,DRAW
18/05/1952,Primera División,Independiente,Atlanta,5,2,WIN
20/04/1952,Primera División,Independiente,Estudiantes de La Plata,2,5,LOSS
22/06/1952,Primera División,Banfield,Independiente,0,0,DRAW
22/11/1952,Primera División,Rosario Central,Independiente,3,3,DRAW
25/05/1952,Primera División,Ferro Carril Oeste,Independiente,0,2,WIN
26/11/1952,Primera División,Independiente,Newell’s Old Boys,5,1,WIN
28/09/1952,Primera División,Independiente,Boca Juniors,3,1,WIN
29/11/1952,Primera División,Racing Club,Independiente,1,0,LOSS
