date,competition,home_team,away_team,home_score,away_score,result
28/09/2011,Copa Sudamericana 2011,Liga Deportiva Universitaria,Independiente,2,0,LOSS
12/10/2011,Copa Sudamericana 2011,Independiente,Liga Deportiva Universitaria,1,0,WIN
10/08/2011,Recopa Sudamericana 2011,Independiente de Argentina,Internacional,2,1,WIN
25/01/2011,Copa Libertadores 2011,Independiente,Deportivo Quito,2,0,WIN
01/02/2011,Copa Libertadores 2011,Deportivo Quito,Independiente,1,0,LOSS
24/02/2011,Copa Libertadores 2011,Independiente,Peñarol,3,0,WIN
03/03/2011,Copa Libertadores 2011,Liga Deportiva Universitaria,Independiente,3,0,LOSS
10/03/2011,Copa Libertadores 2011,Independiente,Godoy Cruz Antonio Tomba,1,3,LOSS
22/03/2011,Copa Libertadores 2011,Godoy Cruz Antonio Tomba,Independiente,1,1,DRAW
05/04/2011,Copa Libertadores 2011,Independiente,Liga Deportiva Universitaria,1,1,DRAW
12/04/2011,Copa Libertadores 2011,Peñarol,Independiente,0,1,WIN
