date,competition,home_team,away_team,home_score,away_score,result
"Mié., 4 de Ago.",Copa Argentina,Tigre,Independiente,2,1,LOSS
"Mié., 10 de Mar.",Copa Argentina,Independiente,Villa Mitre,1,0,WIN
"Sáb., 9 de Ene.",Liga Profesional de Fútbol,River Plate,Independiente,0,2,WIN
"Dom., 3 de Ene.",Liga Profesional de Fútbol,Independiente,Arsenal Sarandi,3,4,LOSS
"Lun., 28 de Dic.",Liga Profesional de Fútbol,Argentinos Juniors,Independiente,0,2,WIN
"Dom., 20 de Dic.",Liga Profesional de Fútbol,Independiente,Boca Juniors,1,2,LOSS
"Dom., 13 de Dic.",Liga Profesional de Fútbol,Huracán,Independiente,3,2,LOSS
"Jue., 10 de Dic.",CONMEBOL Sudamericana,Lanús,Independiente,0,0,DRAW
"Dom., 6 de Dic.",Liga Profesional de Fútbol,Independiente,Defensa y Justicia,1,0,WIN
"Sáb., 28 de Nov.",Liga Profesional de Fútbol,Colón (Santa Fe),Independiente,1,2,WIN
"Mié., 25 de Nov.",CONMEBOL Sudamericana,Fénix,Independiente,1,4,WIN
"Sáb., 21 de Nov.",Liga Profesional de Fútbol,Independiente,Central Córdoba (Santiago del Estero),0,0,DRAW
"Dom., 15 de Nov.",Liga Profesional de Fútbol,Defensa y Justicia,Independiente,0,0,DRAW
"Lun., 9 de Nov.",Liga Profesional de Fútbol,Independiente,Colón (Santa Fe),1,1,DRAW
"Dom., 1 de Nov.",Liga Profesional de Fútbol,Central Córdoba (Santiago del Estero),Independiente,0,1,WIN
"Jue., 29 de Oct.",CONMEBOL Sudamericana,Independiente,Atlético Tucumán,1,0,WIN
"Sáb., 14 de Mar.",Copa Superliga de Argentina,Independiente,Vélez Sarsfield,1,0,WIN
"Jue., 13 de Feb.",CONMEBOL Sudamericana,Independiente,Fortaleza,1,0,WIN
