date,competition,home_team,away_team,home_score,away_score,result
02/10/1977,Campeonato Metropolitano,Platense,Independiente,0,1,WIN
02/11/1977,Campeonato Metropolitano,Independiente,Banfield,2,1,WIN
03/04/1977,Campeonato Metropolitano,Boca Juniors,Independiente,3,2,LOSS
04/01/1978,Campeonato Nacional,Independiente,Belgrano de Córdoba,3,0,WIN
04/05/1977,Campeonato Metropolitano,Independiente,Platense,5,1,WIN
05/10/1977,Campeonato Metropolitano,Independiente,Chacarita Juniors,2,1,WIN
06/03/1977,Campeonato Metropolitano,Rosario Central,Independiente,2,2,DRAW
06/11/1977,Campeonato Metropolitano,Estudiantes de La Plata,Independiente,2,3,WIN
07/01/1978,Campeonato Nacional,Atlético Ledesma,Independiente,1,0,LOSS
07/04/1977,Campeonato Metropolitano,Independiente,Ferro Carril Oeste,4,2,WIN
07/08/1977,Campeonato Metropolitano,Banfield,Independiente,1,0,LOSS
07/09/1977,Campeonato Metropolitano,Independiente,Colón,2,1,WIN
08/05/1977,Campeonato Metropolitano,Chacarita Juniors,Independiente,0,3,WIN
08/12/1977,Campeonato Nacional,Independiente,Atlético Ledesma de Jujuy,2,0,WIN
09/10/1977,Campeonato Metropolitano,Racing Club,Independiente,0,0,DRAW
09/11/1977,Campeonato Metropolitano,Independiente,Lanús,1,1,DRAW
10/04/1977,Campeonato Metropolitano,Temperley,Independiente,1,1,DRAW
10/08/1977,Campeonato Metropolitano,Independiente,Estudiantes de La Plata,2,1,WIN
11/01/1978,Campeonato Nacional,Independiente,Argentinos Juniors,1,2,LOSS
11/03/1977,Campeonato Metropolitano,Independiente,All Boys,1,1,DRAW
12/10/1977,Campeonato Metropolitano,Independiente,Newell’s Old Boys,1,1,DRAW
14/01/1978,Campeonato Nacional,Estudiantes de La Plata,Independiente,1,1,DRAW
14/08/1977,Campeonato Metropolitano,Lanús,Independiente,0,2,WIN
14/09/1977,Campeonato Metropolitano,Huracán,Independiente,1,3,WIN
14/12/1977,Campeonato Nacional,Independiente,Huracán,2,0,WIN
15/04/1977,Campeonato Metropolitano,Independiente,Gimnasia y Esgrima La Plata,6,2,WIN
15/05/1977,Campeonato Metropolitano,Independiente,Racing Club,0,0,DRAW
16/09/1977,Campeonato Metropolitano,Independiente,Boca Juniors,0,0,DRAW
16/10/1977,Campeonato Metropolitano,Argentinos Juniosr,Independiente,2,5,WIN
17/07/1977,Campeonato Metropolitano,Unión,Independiente,1,2,WIN
17/08/1977,Campeonato Metropolitano,Independiente,Atlanta,3,1,WIN
17/12/1977,Campeonato Nacional,Atlanta,Independiente,0,2,WIN
18/01/1978,Campeonato Nacional,Independiente,Estudiantes de La Plata,3,1,WIN
18/09/1977,Campeonato Metropolitano,Ferro Carril Oeste,Independiente,0,2,WIN
20/09/1977,Campeonato Metropolitano,All Boys,Independiente,1,1,DRAW
21/12/1977,Campeonato Nacional,Independiente,All Boys,3,0,WIN
22/05/1977,Campeonato Metropolitano,Newell’s Old Boys,Independiente,1,2,WIN
23/09/1977,Campeonato Metropolitano,Independiente,Temperley,3,2,WIN
23/10/1977,Campeonato Metropolitano,River Plate,Independiente,1,1,DRAW
24/04/1977,Campeonato Metropolitano,Quilmes,Independiente,0,0,DRAW
24/07/1977,Campeonato Metropolitano,Independiente,River Plate,2,1,WIN
25/05/1977,Campeonato Metropolitano,Independiente,Argentinos Juniors,0,2,LOSS
25/09/1977,Campeonato Metropolitano,Gimnasia y Esgrima La Plata,Independiente,2,0,LOSS
26/10/1977,Campeonato Metropolitano,Independiente,San Lorenzo,3,1,WIN
27/03/1977,Campeonato Metropolitano,Independiente,Huracán,1,1,DRAW
27/07/1977,Campeonato Metropolitano,San Lorenzo,Independiente,0,0,DRAW
27/11/1977,Campeonato Nacional,All Boys,Independiente,2,3,WIN
28/08/1977,Campeonato Metropolitano,Independiente,Rosario Central,1,2,LOSS
28/09/1977,Campeonato Metropolitano,Independiente,Quilmes,3,0,WIN
29/07/1977,Campeonato Metropolitano,Independiente,Vélez Sarsfield,0,0,DRAW
30/10/1977,Campeonato Metropolitano,Vélez Sarsfield,Independiente,0,0,DRAW
30/11/1977,Campeonato Nacional,Independiente,Unión,2,2,DRAW
