date,competition,home_team,away_team,home_score,away_score,result
01/11/1942,Primera División,Tigre,Independiente,1,3,WIN
03/05/1942,Primera División,Racing Club,Independiente,1,2,WIN
04/10/1942,Primera División,Independiente,Platense,2,2,DRAW
05/04/1942,Primera División,Independiente,Gimnasia y Esgrima La Plata,0,0,DRAW
06/09/1942,Primera División,Independiente,Racing Club,0,0,DRAW
08/11/1942,Primera División,Independiente,Atlanta,3,2,WIN
09/08/1942,Primera División,River Plate,Independiente,2,0,LOSS
10/05/1942,Primera División,Independiente,Chacarita Juniors,1,0,WIN
11/10/1942,Primera División,Estudiantes de La Plata,Independiente,4,0,LOSS
14/06/1942,Primera División,Independiente,Estudiantes de La Plata,2,1,WIN
15/11/1942,Primera División,Lanús,Independiente,0,2,WIN
16/08/1942,Primera División,Gimnasia y Esgrima La Plata,Independiente,0,2,WIN
17/05/1942,Primera División,Ferro Carril Oeste,Independiente,3,1,LOSS
18/04/1942,Primera División,Newell’s Old Boys,Independiente,3,0,LOSS
19/07/1942,Primera División,Atlanta,Independiente,4,2,LOSS
20/09/1942,Primera División,Independiente,Ferro Carril Oeste,3,1,WIN
21/06/1942,Primera División,Boca Juniors,Independiente,3,1,LOSS
22/11/1942,Primera División,Independiente,River Plate,0,1,LOSS
23/08/1942,Primera División,Independiente,Newell’s Old Boys,2,1,WIN
25/04/1942,Primera División,Independiente,San Lorenzo,2,4,LOSS
25/10/1942,Primera División,Huracán,Independiente,2,0,LOSS
26/07/1942,Primera División,Independiente,Lanús,1,1,DRAW
27/09/1942,Primera División,Banfield,Independiente,2,2,DRAW
28/06/1942,Primera División,Independiente,Huracán,2,4,LOSS
30/08/1942,Primera División,San Lorenzo,Independiente,2,2,DRAW
