date,competition,home_team,away_team,home_score,away_score,result
"Dom., 12 de Dic.",Liga Profesional de Fútbol,Talleres (Córdoba),Independiente,1,2,WIN
"Dom., 5 de Dic.",Liga Profesional de Fútbol,Independiente,San Lorenzo,1,1,DRAW
"Mar., 30 de Nov.",Liga Profesional de Fútbol,Banfield,Independiente,4,1,LOSS
"Mié., 24 de Nov.",Liga Profesional de Fútbol,Independiente,Boca Juniors,1,0,WIN
"Sáb., 20 de Nov.",Liga Profesional de Fútbol,Central Córdoba (Santiago del Estero),Independiente,1,0,LOSS
"Sáb., 6 de Nov.",Liga Profesional de Fútbol,Independiente,Arsenal Sarandi,3,0,WIN
"Dom., 31 de Oct.",Liga Profesional de Fútbol,Newell's Old Boys,Independiente,1,0,LOSS
"Lun., 25 de Oct.",Liga Profesional de Fútbol,Independiente,Unión (Santa Fe),1,0,WIN
"Jue., 21 de Oct.",Liga Profesional de Fútbol,Independiente,Sarmiento (Junín),1,1,DRAW
"Dom., 17 de Oct.",Liga Profesional de Fútbol,Aldosivi,Independiente,1,0,LOSS
"Lun., 11 de Oct.",Liga Profesional de Fútbol,Independiente,Gimnasia La Plata,1,1,DRAW
"Sáb., 2 de Oct.",Liga Profesional de Fútbol,Vélez Sarsfield,Independiente,3,3,DRAW
"Dom., 26 de Sep.",Liga Profesional de Fútbol,Independiente,Godoy Cruz Antonio Tomba,1,4,LOSS
"Dom., 19 de Sep.",Liga Profesional de Fútbol,Huracán,Independiente,0,1,WIN
"Lun., 13 de Sep.",Liga Profesional de Fútbol,Independiente,Lanús,0,1,LOSS
"Dom., 5 de Sep.",Liga Profesional de Fútbol,River Plate,Independiente,1,1,DRAW
"Sáb., 28 de Ago.",Liga Profesional de Fútbol,Independiente,Colón (Santa Fe),3,0,WIN
"Mar., 24 de Ago.",Liga Profesional de Fútbol,Atlético Tucumán,Independiente,2,0,LOSS
"Vie., 20 de Ago.",Liga Profesional de Fútbol,Independiente,Defensa y Justicia,0,0,DRAW
"Sáb., 14 de Ago.",Liga Profesional de Fútbol,Rosario Central,Independiente,1,2,WIN
"Dom., 8 de Ago.",Liga Profesional de Fútbol,Independiente,Racing Club,1,0,WIN
"Sáb., 31 de Jul.",Liga Profesional de Fútbol,Platense,Independiente,1,1,DRAW
"Mié., 28 de Jul.",Liga Profesional de Fútbol,Independiente,Patronato,2,0,WIN
"Dom., 25 de Jul.",Liga Profesional de Fútbol,Estudiantes de La Plata,Independiente,0,1,WIN
"Dom., 18 de Jul.",Liga Profesional de Fútbol,Independiente,Argentinos Juniors,0,0,DRAW
"Jue., 15 de Jul.",CONMEBOL Sudamericana,Santos,Independiente,1,0,LOSS
"Lun., 31 de May.",Argentine Copa de la Liga Profesional,Independiente,Colón (Santa Fe),0,2,LOSS
"Mié., 26 de May.",CONMEBOL Sudamericana,Independiente,Guabirá,1,0,WIN
"Mar., 18 de May.",CONMEBOL Sudamericana,Independiente,Bahia,1,0,WIN
"Mar., 11 de May.",CONMEBOL Sudamericana,Montevideo City Torque,Independiente,1,1,DRAW
"Dom., 9 de May.",Argentine Copa de la Liga Profesional,Huracán,Independiente,1,3,WIN
"Mar., 4 de May.",CONMEBOL Sudamericana,Bahia,Independiente,2,2,DRAW
"Dom., 2 de May.",Argentine Copa de la Liga Profesional,Independiente,Atlético Tucumán,0,1,LOSS
"Mié., 28 de Abr.",CONMEBOL Sudamericana,Independiente,Montevideo City Torque,3,1,WIN
"Sáb., 24 de Abr.",Argentine Copa de la Liga Profesional,Unión (Santa Fe),Independiente,0,0,DRAW
"Mié., 21 de Abr.",CONMEBOL Sudamericana,Guabirá,Independiente,1,3,WIN
"Dom., 18 de Abr.",Argentine Copa de la Liga Profesional,Independiente,Defensa y Justicia,1,0,WIN
"Sáb., 10 de Abr.",Argentine Copa de la Liga Profesional,Racing Club,Independiente,1,0,LOSS
"Sáb., 3 de Abr.",Argentine Copa de la Liga Profesional,Talleres (Córdoba),Independiente,3,1,LOSS
"Dom., 28 de Mar.",Argentine Copa de la Liga Profesional,Independiente,Boca Juniors,1,1,DRAW
"Sáb., 20 de Mar.",Argentine Copa de la Liga Profesional,Vélez Sarsfield,Independiente,1,0,LOSS
"Lun., 15 de Mar.",Argentine Copa de la Liga Profesional,Independiente,Sarmiento (Junín),6,0,WIN
"Vie., 5 de Mar.",Argentine Copa de la Liga Profesional,Newell's Old Boys,Independiente,1,2,WIN
"Sáb., 27 de Feb.",Argentine Copa de la Liga Profesional,Independiente,Gimnasia La Plata,1,0,WIN
"Dom., 21 de Feb.",Argentine Copa de la Liga Profesional,Patronato,Independiente,0,1,WIN
"Lun., 15 de Feb.",Argentine Copa de la Liga Profesional,Independiente,Lanús,0,1,LOSS
