date,competition,home_team,away_team,home_score,away_score,result
01/06/1941,Primera División,River Plate,Independiente,2,1,LOSS
01/11/1941,Copa,Huracán,Independiente,1,0,LOSS
03/08/1941,Primera División,Independiente,Platense,3,1,WIN
05/10/1941,Primera División,Independiente,Estudiantes de La Plata,5,2,WIN
06/04/1941,Primera División,Independiente,Huracán,1,3,LOSS
06/07/1941,Primera División,Independiente,Racing Club,3,1,WIN
07/09/1941,Primera División,Independiente,Lanús,7,2,WIN
08/06/1941,Primera División,Independiente,Boca Juniors,1,2,LOSS
10/08/1941,Primera División,Gimnasia y Esgrima La Plata,Independiente,3,1,LOSS
11/05/1941,Primera División,Tigre,Independiente,0,3,WIN
12/10/1941,Primera División,Atlanta,Independiente,2,2,DRAW
13/04/1941,Primera División,Platense,Independiente,1,3,WIN
14/09/1941,Primera División,San Lorenzo,Independiente,1,0,LOSS
15/06/1941,Primera División,Estudiantes de La Plata,Independiente,3,2,LOSS
17/08/1941,Primera División,Independiente,Ferro Carril Oeste,1,0,WIN
18/05/1941,Primera División,Lanús,Independiente,1,2,WIN
19/10/1941,Primera División,Independiente,Newell’s Old Boys,2,1,WIN
20/04/1941,Primera División,Independiente,Gimnasia y Esgrima La Plata,4,1,WIN
21/09/1941,Primera División,Independiente,River Plate,0,4,LOSS
22/06/1941,Primera División,Independiente,Atlanta,1,1,DRAW
24/08/1941,Primera División,Rosario Central,Independiente,1,2,WIN
25/05/1941,Primera División,Independiente,San Lorenzo,1,2,LOSS
26/10/1941,Primera División,Racing Club,Independiente,3,1,LOSS
27/04/1941,Primera División,Ferro Carril Oeste,Independiente,3,1,LOSS
27/07/1941,Primera División,Huracán,Independiente,1,2,WIN
28/09/1941,Primera División,Boca Juniors,Independiente,1,1,DRAW
29/06/1941,Primera División,Newell’s Old Boys,Independiente,2,4,WIN
30/03/1941,Primera División,Banfield,Independiente,2,2,DRAW
31/08/1941,Primera División,Independiente,Tigre,5,1,WIN
