date,competition,home_team,away_team,home_score,away_score,result
01/01/1933,Copa de Honor,Independiente,River Plate,6,0,WIN
02/10/1932,Primera División,Quilmes,Independiente,3,1,LOSS
04/09/1932,Primera División,Tigre,Independiente,2,3,WIN
05/05/1932,Primera División,Argentinos Juniors,Independiente,3,4,WIN
05/06/1932,Primera División,Gimnasia y Esgrima La Plata,Independiente,2,2,DRAW
06/11/1932,Primera División,River Plate,Independiente,6,1,LOSS
07/08/1932,Primera División,Independiente,Boca Juniors,2,1,WIN
08/01/1933,Copa de Honor,Vélez Sarsfield,Independiente,2,0,LOSS
08/12/1932,Copa de Honor,Argentinos Juniors,Independiente,2,1,LOSS
09/05/1932,Primera División,Independiente,Estudiantes de La Plata,1,1,DRAW
10/04/1932,Primera División,Independiente,Lanús,2,0,WIN
10/07/1932,Primera División,Racing Club,Independiente,0,2,WIN
11/09/1932,Primera División,Independiente,Argentinos Juniors,1,0,WIN
11/12/1932,Copa de Honor,Tigre,Independiente,3,2,LOSS
12/06/1932,Primera División,Independiente,Vélez Sarsfield,2,0,WIN
12/10/1932,Copa Competencia,Lanús,Independiente,3,2,LOSS
13/03/1932,Primera División,Huracán,Independiente,2,1,LOSS
13/11/1932,Primera División,Independiente,Racing Club,0,1,LOSS
14/08/1932,Primera División,Lanús,Independiente,0,0,DRAW
15/05/1932,Primera División,Ferro Carril Oeste,Independiente,2,4,WIN
16/10/1932,Primera División,Independiente,Gimnasia y Esgrima La Plata,1,2,LOSS
17/04/1932,Primera División,Independiente,San Lorenzo,1,1,DRAW
19/06/1932,Primera División,Talleres,Independiente,1,2,WIN
20/03/1932,Primera División,Independiente,Atlanta,3,0,WIN
20/11/1932,Primera División,River Plate,Independiente,3,0,LOSS
21/08/1932,Primera División,San Lorenzo,Independiente,2,2,DRAW
22/05/1932,Primera División,Independiente,Quilmes,4,0,WIN
23/10/1932,Primera División,Vélez Sarsfield,Independiente,0,0,DRAW
24/04/1932,Primera División,Chacarita Juniors,Independiente,3,6,WIN
24/07/1932,Primera División,Independiente,Huracán,3,2,WIN
25/09/1932,Primera División,Independiente,Ferro Carril Oeste,2,1,WIN
25/12/1933,Copa de Honor,Platense,Independiente,2,1,LOSS
26/03/1932,Primera División,Boca Juniors,Independiente,0,2,WIN
26/06/1932,Primera División,Independiente,River Plate,5,0,WIN
28/08/1932,Primera División,Independiente,Chacarita Juniors,2,1,WIN
29/05/1932,Primera División,Platense,Independiente,2,0,LOSS
29/06/1932,Copa Competencia,Independiente,Huracán,2,0,WIN
31/07/1932,Primera División,Atlanta,Independiente,0,1,WIN
31/10/1932,Primera División,Independiente,Talleres,2,1,WIN
