date,competition,home_team,away_team,home_score,away_score,result
01/03/1931,Primera División,Platense,Independiente,3,1,LOSS
01/06/1930,Primera División,Vélez Sarsfield,Independiente,0,0,DRAW
04/05/1930,Primera División,Estudiantes,Independiente,1,1,DRAW
05/10/1930,Primera División,Argentino de Quilmes,Independiente,1,1,DRAW
06/01/1931,Primera División,Independiente,Atlanta,1,0,WIN
06/04/1930,Primera División,San Isidro,Independiente,0,3,WIN
07/12/1930,Primera División,Independiente,Estudiantes de La Plata,3,2,WIN
08/06/1930,Primera División,Independiente,Gimnasia y Esgrima La Plata,2,2,DRAW
12/04/1931,Primera División,Independiente,Tigre,3,1,WIN
12/10/1930,Primera División,Independiente,Excursionistas,2,1,WIN
13/04/1930,Primera División,Independiente,Racing Club,3,1,WIN
14/09/1930,Primera División,Independiente,San Lorenzo,2,4,LOSS
14/12/1930,Primera División,Argentino de Banfield,Independiente,0,2,WIN
15/03/1931,Primera División,Honor y Patria,Independiente,1,2,WIN
15/06/1930,Primera División,Almagro,Independiente,0,1,WIN
16/11/1930,Primera División,Ferro Carril Oeste,Independiente,2,2,DRAW
17/08/1930,Primera División,Independiente,Argentino del Sud,2,0,WIN
18/05/1930,Primera División,Independiente,Talleres,4,1,WIN
19/10/1930,Primera División,Barracas Central,Independiente,1,0,LOSS
20/04/1930,Primera División,River Plate,Independiente,1,1,DRAW
21/09/1930,Primera División,San Fernando,Independiente,3,2,LOSS
21/12/1930,Primera División,Independiente,Colegiales,4,1,WIN
22/03/1931,Primera División,Independiente,El Porvenir,1,1,DRAW
22/06/1930,Primera División,Independiente,Defensores de Belgrano,2,3,LOSS
23/03/1930,Primera División,Argentinos Juniors,Independiente,1,3,WIN
23/11/1930,Primera División,Independiente,Banfield,0,3,LOSS
24/08/1930,Primera División,Lanús,Independiente,0,6,WIN
26/10/1930,Primera División,Sp. Buenos Aires,Independiente,1,1,DRAW
28/09/1930,Primera División,Independiente,Sp. Palermo,3,1,WIN
29/03/1931,Primera División,Huracán,Independiente,1,1,DRAW
29/05/1930,Primera División,Independiente,Sp. Barracas,0,0,DRAW
29/06/1930,Primera División,Chacarita Juniors,Independiente,0,3,WIN
30/03/1930,Primera División,Independiente,Quilmes,4,1,WIN
30/11/1930,Primera División,Estudiantil Porteño,Independiente,2,2,DRAW
