date,competition,home_team,away_team,home_score,away_score,result
01/06/1958,Copa,Independiente,San Lorenzo,2,0,WIN
04/05/1958,Copa,Independiente,Argentinos Juniors,1,1,DRAW
05/06/1958,Copa,Lanús,Independiente,3,1,LOSS
05/10/1948,Primera División,Huracán,Independiente,3,1,LOSS
06/04/1958,Primera División,Independiente,Racing Club,1,1,DRAW
06/08/1958,Copa,River Plate,Independiente,3,1,LOSS
07/09/1958,Primera División,Estudiantes de La Plata,Independiente,2,1,LOSS
07/12/1958,Primera División,Boca Juniors,Independiente,3,3,DRAW
08/06/1958,Copa,Gimnasia y Esgrima La Plata,Independiente,2,1,LOSS
08/10/1958,Copa,San Lorenzo,Independiente,1,1,DRAW
09/11/1958,Primera División,Independiente,Vélez Sarsfield,1,4,LOSS
10/08/1958,Primera División,Newell’s Old Boys,Independiente,1,1,DRAW
11/05/1958,Copa,Rosario Central,Independiente,2,1,LOSS
12/10/1958,Primera División,Rosario Central,Independiente,1,1,DRAW
12/11/1958,Primera División,San Lorenzo,Independiente,0,1,WIN
12/12/1958,Primera División,Independiente,Tigre,6,0,WIN
13/07/1958,Primera División,Independiente,Lanús,3,4,LOSS
14/09/1958,Primera División,Independiente,Boca Juniors,2,1,WIN
15/06/1958,Copa,Independiente,Atlanta,0,0,DRAW
15/11/1958,Primera División,Independiente,Newell’s Old Boys,4,2,WIN
17/08/1958,Primera División,Independiente,Atlanta,3,2,WIN
18/05/1958,Copa,Independiente,River Plate,6,1,WIN
19/11/1958,Primera División,Atlanta,Independiente,2,1,LOSS
20/04/1958,Copa,Independiente,Gimnasia y Esgrima La Plata,3,0,WIN
20/12/1958,Primera División,Argentinos Juniors,Independiente,1,3,WIN
21/09/1958,Primera División,Tigre,Independiente,0,0,DRAW
22/06/1958,Copa,Argentinos Juniors,Independiente,3,2,LOSS
23/03/1958,Primera División,Independiente,Rosario Central,1,1,DRAW
23/11/1958,Primera División,Independiente,River Plate,1,1,DRAW
26/04/1958,Copa,Atlanta,Independiente,4,2,LOSS
26/04/1959,Copa,Independiente,Lanús,3,1,WIN
26/10/1958,Primera División,Independiente,Gimnasia y Esgrima La Plata,2,2,DRAW
27/07/1958,Primera División,Independiente,San Lorenzo,0,0,DRAW
27/12/1958,Primera División,Independiente,Huracán,5,1,WIN
28/09/1958,Primera División,Independiente,Argentinos Juniors,1,2,LOSS
29/06/1958,Copa,Independiente,Rosario Central,5,3,WIN
29/11/1958,Primera División,Independiente,Estudiantes de La Plata,2,1,WIN
30/03/1958,Primera División,Central Córdoba,Independiente,1,3,WIN
31/08/1958,Primera División,River Plate,Independiente,1,1,DRAW
