date,competition,home_team,away_team,home_score,away_score,result
02/05/1971,Campeonato Metropolitano,Independiente,River Plate,1,1,DRAW
03/10/1971,Campeonato Metropolitano,Independiente,Gimnasia y Esgrima La Plata,2,0,WIN
03/11/1971,Campeonato Nacional,Newell’s Old Boys,Independiente,1,1,DRAW
03/12/1971,Campeonato Nacional,Independiente,Don Orione de Chaco,2,0,WIN
04/04/1971,Campeonato Metropolitano,Independiente,Colón,2,0,WIN
05/09/1971,Campeonato Metropolitano,River Plate,Independiente,1,1,DRAW
06/06/1971,Campeonato Metropolitano,Rosario Central,Independiente,0,0,DRAW
07/04/1971,Campeonato Metropolitano,Atlanta,Independiente,1,2,WIN
07/11/1971,Campeonato Nacional,Independiente,Huracán,1,0,WIN
08/12/1971,Campeonato Nacional,River Plate,Independiente,2,3,WIN
09/05/1971,Campeonato Metropolitano,San Lorenzo,Independiente,2,1,LOSS
09/10/1971,Campeonato Nacional,Kimberley de Mar del Plata,Independiente,0,1,WIN
10/06/1971,Campeonato Metropolitano,Independiente,Platense,0,0,DRAW
11/03/1971,Campeonato Metropolitano,Platense,Independiente,1,11,WIN
11/08/1971,Campeonato Metropolitano,Independiente,Los Andes,1,0,WIN
12/09/1971,Campeonato Metropolitano,Independiente,San Lorenzo,1,0,WIN
12/10/1971,Campeonato Nacional,Independiente,Banfield,2,2,DRAW
12/12/1971,Campeonato Nacional,Independiente,Argentinos Juniors,3,1,WIN
13/06/1971,Campeonato Metropolitano,Boca Juniors,Independiente,1,2,WIN
14/11/1971,Campeonato Nacional,Gimnasia y Esgrima La Plata,Independiente,2,2,DRAW
15/08/1971,Campeonato Metropolitano,Independiente,Atlanta,3,0,WIN
15/09/1971,Campeonato Metropolitano,Independiente,Chacarita Juniors,1,0,WIN
16/05/1971,Campeonato Metropolitano,Independiente,Banfield,2,0,WIN
16/06/1971,Campeonato Metropolitano,Independiente,Racing Club,1,0,WIN
17/10/1971,Campeonato Nacional,Juventud Antoniana de Salta,Independiente,0,2,WIN
18/12/1971,Campeonato Nacional,Independiente,San Lorenzo,2,2,DRAW
19/09/1971,Campeonato Metropolitano,Banfield,Independiente,0,2,WIN
20/06/1971,Campeonato Metropolitano,Huracán,Independiente,1,0,LOSS
20/10/1971,Campeonato Nacional,Independiente,Belgrano de Córdoba,1,0,WIN
21/03/1971,Campeonato Metropolitano,Racing Club,Independiente,3,3,DRAW
21/11/1971,Campeonato Nacional,Ferro Carril Oeste,Independiente,2,4,WIN
22/04/1971,Campeonato Metropolitano,Independiente,Newell’s Old Boys,2,1,WIN
22/08/1971,Campeonato Metropolitano,Independiente,Estudiantes de La Plata,0,0,DRAW
22/09/1971,Campeonato Metropolitano,Independiente,Ferro Carril Oeste,3,0,WIN
23/05/1971,Campeonato Metropolitano,Ferro Carril Oeste,Independiente,1,3,WIN
23/06/1971,Campeonato Metropolitano,Estudiantes de La Plata,Independiente,0,1,WIN
24/03/1971,Campeonato Metropolitano,Independiente,Huracán,1,2,LOSS
24/10/1971,Campeonato Nacional,San Martín de Mendoza,Independiente,1,1,DRAW
25/04/1971,Campeonato Metropolitano,Chacarita Juniors,Independiente,0,0,DRAW
25/08/1971,Campeonato Metropolitano,Newell’s Old Boys,Independiente,2,0,LOSS
28/03/1971,Campeonato Metropolitano,Los Andes,Independiente,1,0,LOSS
28/11/1971,Campeonato Nacional,Independiente,Racing Club,2,1,WIN
29/12/1971,Primera División,Independiente,San Lorenzo,1,0,WIN
30/05/1971,Campeonato Metropolitano,Gimnasia y Esgrima La Plata,Independiente,0,0,DRAW
31/10/1971,Campeonato Nacional,Independiente,Huracán de Comodoro Rivadavia,4,1,WIN
