date,competition,home_team,away_team,home_score,away_score,result
01/08/1926,Primera División,Lanús,Independiente,1,2,WIN
02/05/1926,Primera División,Vélez Sarsfield,Independiente,0,0,DRAW
03/06/1926,Copa Competencia,Independiente,San Isidro,3,0,WIN
04/07/1926,Primera División,Independiente,River Plate,1,0,WIN
05/09/1926,Primera División,Independiente,Sp. Palermo,3,2,WIN
05/12/1926,Primera División,Independiente,Argentinos del Sud,4,0,WIN
06/06/1926,Primera División,Independiente,Quilmes,6,1,WIN
08/08/1926,Primera División,Independiente,Sp. Almagro,3,0,WIN
09/05/1926,Primera División,Independiente,San Isidro,7,0,WIN
12/09/1926,Primera División,Racing Club,Independiente,1,3,WIN
12/12/1926,Primera División,Atlanta,Independiente,0,2,WIN
13/05/1926,Copa Competencia,Racing Club,Independiente,0,2,WIN
13/06/1926,Primera División,Tigre,Independiente,1,2,WIN
14/11/1926,Copa Competencia,Independiente,Sp. Almagro,3,0,WIN
16/05/1926,Primera División,Gimnasia y Esgrima La Plata,Independiente,0,0,DRAW
17/10/1926,Copa Competencia,Sp. Barracas,Independiente,0,4,WIN
18/04/1926,Primera División,Barracas Central,Independiente,0,4,WIN
18/07/1926,Primera División,Estudiantil Porteño,Independiente,0,3,WIN
20/06/1926,Primera División,Independiente,Sp. Buenos Aires,1,0,WIN
21/11/1926,Primera División,Independiente,Excursionistas,6,3,WIN
22/08/1926,Primera División,Defensores de Belgrano,Independiente,1,1,DRAW
23/05/1926,Primera División,Independiente,Talleres,2,0,WIN
24/10/1926,Primera División,Estudiantes,Independiente,0,2,WIN
25/04/1926,Primera División,Independiente,San Lorenzo,4,0,WIN
25/07/1926,Primera División,Independiente,Ferro Carril Oeste,3,2,WIN
27/06/1926,Primera División,Estudiantes de La Plata,Independiente,1,1,DRAW
28/11/1926,Primera División,Platense,Independiente,1,6,WIN
29/06/1926,Copa Competencia,Platense,Independiente,2,1,LOSS
30/05/1926,Primera División,Liberal Argentino,Independiente,0,5,WIN
31/10/1926,Primera División,Independiente,Banfield,4,0,WIN
