date,competition,home_team,away_team,home_score,away_score,result
03/03/1985,Campeonato Nacional,Independiente,Huracán,1,1,DRAW
06/03/1985,Campeonato Nacional,Independiente,Guaraní Antonio Franco de Posadas,3,0,WIN
07/04/1985,Campeonato Nacional,Independiente,Boca Juniors,1,0,WIN
10/07/1985,Campeonato Nacional,Ferro Carril Oeste,Independiente,0,0,DRAW
17/02/1985,Campeonato Nacional,Talleres de Córdoba,Independiente,0,3,WIN
17/03/1985,Campeonato Nacional,Independiente,Talleres de Córdoba,0,1,LOSS
20/03/1985,Campeonato Nacional,Independiente,Ramón Santamarina de Tandil,3,1,WIN
24/02/1985,Campeonato Nacional,Guaraní Antonio Franco de Posadas,Independiente,1,0,LOSS
24/03/1985,Campeonato Nacional,Ramón Santamarina de Tandil,Independiente,2,3,WIN
24/07/1985,Campeonato Nacional,Independiente,Newell’s Old Boys,0,2,LOSS
31/03/1985,Campeonato Nacional,Ferro Carril Oeste,Independiente,3,0,LOSS
