date,competition,home_team,away_team,home_score,away_score,result
01/10/1975,Campeonato Nacional,Rosario Central,Independiente,1,0,LOSS
02/04/1975,Campeonato Metropolitano,Huracán,Independiente,0,1,WIN
02/11/1975,Campeonato Nacional,Independiente,Belgrano de Córdoba,5,2,WIN
03/08/1975,Campeonato Metropolitano,Independiente,Atlanta,1,3,LOSS
04/05/1975,Campeonato Metropolitano,Temperley,Independiente,1,0,LOSS
04/06/1975,Campeonato Metropolitano,Independiente,Vélez Sarsfield,1,1,DRAW
05/03/1975,Campeonato Metropolitano,Independiente,Estudiantes de La Plata,2,0,WIN
05/10/1975,Campeonato Nacional,Independiente,Banfield,2,2,DRAW
05/11/1975,Campeonato Nacional,Gimnasia y Esgrima de Jujuy,Independiente,0,0,DRAW
06/04/1975,Campeonato Metropolitano,Independiente,All Boys,0,0,DRAW
06/07/1975,Campeonato Metropolitano,Independiente,River Plate,1,1,DRAW
08/03/1975,Campeonato Metropolitano,Vélez Sarsfield,Independiente,1,2,WIN
08/06/1975,Campeonato Metropolitano,Estudiantes de La Plata,Independiente,3,1,LOSS
08/10/1975,Campeonato Nacional,Jorge Newbery de Junín,Independiente,1,1,DRAW
09/11/1975,Campeonato Nacional,Independiente,Rosario Central,0,1,LOSS
10/10/1975,Campeonato Nacional,Independiente,Chacarita Juniors,3,0,WIN
12/11/1975,Campeonato Nacional,Banfield,Independiente,1,2,WIN
13/04/1975,Campeonato Metropolitano,Independiente,Unión,1,1,DRAW
13/07/1975,Campeonato Metropolitano,Banfield,Independiente,0,3,WIN
15/03/1975,Campeonato Metropolitano,Independiente,Colón,0,1,LOSS
15/06/1975,Campeonato Metropolitano,Colón,Independiente,1,0,LOSS
16/07/1975,Campeonato Metropolitano,Independiente,Huracán,1,2,LOSS
16/11/1975,Campeonato Nacional,Independiente,Jorge Newbery de Junín,2,1,WIN
17/08/1975,Campeonato Metropolitano,Independiente,Boca Juniors,0,4,LOSS
18/05/1975,Campeonato Metropolitano,Independiente,San Lorenzo,2,1,WIN
19/10/1975,Campeonato Nacional,Unión,Independiente,3,3,DRAW
20/04/1975,Campeonato Metropolitano,Independiente,Ferro Carril Oeste,2,2,DRAW
20/07/1975,Campeonato Metropolitano,All Boys,Independiente,0,1,WIN
21/03/1975,Campeonato Metropolitano,Chacarita Juniors,Independiente,1,0,LOSS
21/05/1975,Campeonato Metropolitano,Argentinos Juniors,Independiente,2,0,LOSS
21/11/1975,Campeonato Nacional,Chacarita Juniors,Independiente,1,4,WIN
22/06/1975,Campeonato Metropolitano,Independiente,Chacarita Juniors,1,2,LOSS
23/02/1975,Campeonato Metropolitano,San Lorenzo,Independiente,1,1,DRAW
23/03/1975,Campeonato Metropolitano,Independiente,Rosario Central,1,0,WIN
23/04/1975,Campeonato Metropolitano,Atlanta,Independiente,3,2,LOSS
23/07/1975,Campeonato Metropolitano,Unión,Independiente,1,1,DRAW
24/09/1975,Campeonato Nacional,Belgrano de Córdoba,Independiente,0,2,WIN
26/02/1975,Campeonato Metropolitano,Independiente,Argentinos Juniors,3,2,WIN
26/10/1975,Campeonato Nacional,Independiente,Racing Club,1,1,DRAW
27/03/1975,Campeonato Metropolitano,River Plate,Independiente,1,0,LOSS
27/04/1975,Campeonato Metropolitano,Independiente,Newell’s Old Boys,1,1,DRAW
27/07/1975,Campeonato Metropolitano,Independiente,Gimnasia y Esgrima La Plata,0,1,LOSS
28/09/1975,Campeonato Nacional,Independiente,Gimnasia y Esgrima de Jujuy,0,0,DRAW
30/03/1975,Campeonato Metropolitano,Independiente,Banfield,1,1,DRAW
30/04/1975,Campeonato Metropolitano,Boca Juniors,Independiente,2,0,LOSS
30/07/1975,Campeonato Metropolitano,Ferro Carril Oeste,Independiente,1,2,WIN
30/11/1975,Campeonato Nacional,Independiente,Unión,1,1,DRAW
