date,competition,home_team,away_team,home_score,away_score,result
01/04/1984,Primera División,Independiente,Platense,2,1,WIN
02/05/1984,Campeonato Nacional,Independiente,Ferro Carril Oeste,0,1,LOSS
03/06/1984,Primera División,River Plate,Independiente,2,3,WIN
03/10/1984,Primera División,Independiente,Unión,3,3,DRAW
03/11/1984,Primera División,Vélez Sarsfield,Independiente,4,0,LOSS
04/03/1984,Campeonato Nacional,Atlético Tucumán,Independiente,0,1,WIN
04/04/1984,Campeonato Nacional,Rosario Central,Independiente,1,1,DRAW
05/08/1984,Primera División,Boca Juniors,Independiente,0,1,WIN
07/10/1984,Primera División,Temperley,Independiente,1,1,DRAW
08/04/1984,Primera División,San Lorenzo,Independiente,2,1,LOSS
09/12/1984,Primera División,Independiente,Estudiantes de La Plata,1,2,LOSS
10/06/1984,Primera División,Independiente,Vélez Sarsfield,1,1,DRAW
11/03/1984,Campeonato Nacional,Chacarita Juniors,Independiente,0,1,WIN
11/04/1984,Campeonato Nacional,Independiente,Rosario Central,1,0,WIN
11/11/1984,Primera División,Huracán,Independiente,4,4,DRAW
13/05/1984,Primera División,Independiente,Temperley,0,0,DRAW
14/10/1984,Primera División,Independiente,Chacarita Juniors,1,1,DRAW
14/11/1984,Primera División,Independiente,Atlanta,1,0,WIN
15/04/1984,Primera División,Independiente,Talleres de Córdoba,3,3,DRAW
15/08/1984,Primera División,Platense,Independiente,0,1,WIN
16/12/1984,Primera División,Ferro Carril Oeste,Independiente,0,0,DRAW
18/03/1984,Campeonato Nacional,Independiente,Atlético Tucumán,0,2,LOSS
18/08/1984,Primera División,Talleres de Córdoba,Independiente,2,3,WIN
18/11/1984,Primera División,Independiente,Instituto de Córdoba,2,1,WIN
19/02/1984,Campeonato Nacional,Independiente,Kimberley de Mar del Plata,5,1,WIN
20/05/1984,Primera División,Chacarita Juniors,Independiente,1,1,DRAW
20/06/1984,Primera División,Atlanta,Independiente,1,0,LOSS
22/07/1984,Primera División,Estudiantes de La Plata,Independiente,2,1,LOSS
22/10/1984,Primera División,Argentinos Juniors,Independiente,4,1,LOSS
23/09/1984,Primera División,Independiente,Racing de Córdoba,2,0,WIN
23/12/1984,Primera División,Independiente,Boca Juniors,1,2,LOSS
24/02/1984,Campeonato Nacional,Independiente,Chacarita Juniors,3,0,WIN
24/03/1984,Campeonato Nacional,Kimberley de Mar del Plata,Independiente,0,0,DRAW
24/06/1984,Primera División,Independiente,Huracán,1,2,LOSS
24/11/1984,Primera División,Rosario Central,Independiente,1,0,LOSS
26/04/1984,Campeonato Nacional,Ferro Carril Oeste,Independiente,1,1,DRAW
26/09/1984,Primera División,Independiente,San Lorenzo,2,2,DRAW
27/05/1984,Primera División,Independiente,Argentinos Juniors,0,2,LOSS
29/04/1984,Primera División,Independiente,Newell’s Old Boys,0,1,LOSS
29/07/1984,Primera División,Independiente,Ferro Carril Oeste,1,3,LOSS
30/09/1984,Primera División,Newell’s Old Boys,Independiente,2,0,LOSS
