date,competition,home_team,away_team,home_score,away_score,result
02/06/1963,Primera División,Huracán,Independiente,1,1,DRAW
03/11/1963,Primera División,Independiente,Boca Juniors,1,1,DRAW
04/08/1963,Primera División,San Lorenzo,Independiente,0,1,WIN
05/05/1963,Primera División,Rosario Central,Independiente,1,2,WIN
06/10/1963,Primera División,Vélez Sarsfield,Independiente,1,3,WIN
09/06/1963,Primera División,Independiente,Vélez Sarsfield,3,3,DRAW
10/11/1963,Primera División,Independiente,River Plate,2,1,WIN
14/07/1963,Primera División,Boca Juniors,Independiente,2,2,DRAW
15/09/1963,Primera División,Independiente,Racing Club,0,4,LOSS
17/11/1963,Primera División,Argentinos Juniors,Independiente,0,3,WIN
18/08/1963,Primera División,Chacarita Juniors,Independiente,2,2,DRAW
19/05/1963,Primera División,Racing Club,Independiente,0,0,DRAW
20/10/1963,Primera División,Independiente,Banfield,1,0,WIN
21/07/1963,Primera División,River Plate,Independiente,0,0,DRAW
22/09/1963,Primera División,Atlanta,Independiente,0,2,WIN
23/06/1963,Primera División,Banfield,Independiente,1,3,WIN
24/11/1963,Primera División,Independiente,Raúl Bernao,9,2,WIN
25/08/1963,Primera División,Independiente,Rosario Central,0,1,LOSS
26/05/1963,Primera División,Independiente,Atlanta,5,0,WIN
27/10/1963,Primera División,Gimnasia y Esgrima La Plata,Independiente,1,1,DRAW
28/04/1963,Primera División,Independiente,Chacarita Juniors,3,0,WIN
28/07/1963,Primera División,Independiente,Argentinos Juniors,1,1,DRAW
29/09/1963,Primera División,Independiente,Huracán,2,1,WIN
30/06/1963,Primera División,Independiente,Gimnasia y Esgrima La Plata,3,0,WIN
