date,competition,home_team,away_team,home_score,away_score,result
02/10/1938,Primera División,Ferro Carril Oeste,Independiente,1,4,WIN
03/04/1938,Primera División,Independiente,Tigre,6,2,WIN
03/07/1938,Primera División,Independiente,Vélez Sarsfield,7,1,WIN
04/02/1939,Copa,Independiente,Rosario Central,5,3,WIN
05/06/1938,Primera División,Independiente,Gimnasia y Esgrima La Plata,3,2,WIN
06/11/1938,Primera División,Independiente,Huracán,4,1,WIN
08/05/1938,Primera División,Independiente,Almagro,9,0,WIN
11/09/1938,Primera División,Independiente,San Lorenzo,2,0,WIN
11/12/1938,Primera División,Estudiantes de La Plata,Independiente,1,3,WIN
12/06/1938,Primera División,Talleres,Independiente,0,3,WIN
13/11/1938,Primera División,Vélez Sarsfield,Independiente,0,2,WIN
14/08/1938,Primera División,Independiente,Estudiantes de La Plata,5,0,WIN
15/05/1938,Primera División,Atlanta,Independiente,0,1,WIN
17/07/1938,Primera División,Chacarita Juniors,Independiente,2,0,LOSS
18/09/1938,Primera División,Almagro,Independiente,2,3,WIN
18/12/1938,Primera División,Independiente,Lanús,8,2,WIN
19/06/1938,Primera División,Independiente,Racing Club,2,2,DRAW
20/11/1938,Primera División,Independiente,Chacarita Juniors,9,2,WIN
23/10/1938,Primera División,Independiente,Talleres,5,0,WIN
25/09/1938,Primera División,Independiente,Atlanta,0,1,LOSS
26/06/1938,Primera División,Huracán,Independiente,2,3,WIN
27/11/1938,Primera División,Boca Juniors,Independiente,0,4,WIN
28/08/1938,Primera División,Tigre,Independiente,0,0,DRAW
29/12/1938,Copa,Peñarol,Independiente,1,3,WIN
30/10/1938,Primera División,Racing Club,Independiente,2,3,WIN
31/07/1938,Primera División,Independiente,Boca Juniors,3,0,WIN
