date,competition,home_team,away_team,home_score,away_score,result
01/04/1948,Copa Competencia,Independiente,Chacarita Juniors,5,4,WIN
01/08/1948,Primera División,Independiente,Gimnasia y Esgrima La Plata,2,2,DRAW
02/05/1948,Primera División,Platense,Independiente,3,0,LOSS
05/09/1948,Primera División,Banfield,Independiente,0,1,WIN
06/06/1948,Primera División,Independiente,Tigre,2,2,DRAW
08/08/1948,Primera División,Chacarita Juniors,Independiente,1,3,WIN
08/12/1948,Primera División,Gimnasia y Esgrima La Plata,Independiente,1,4,WIN
09/05/1948,Primera División,Independiente,Banfield,3,1,WIN
12/09/1948,Primera División,Independiente,San Lorenzo,3,1,WIN
12/12/1948,Primera División,Independiente,Chacarita Juniors,1,2,LOSS
13/06/1948,Primera División,Vélez Sarsfield,Independiente,0,2,WIN
14/11/1948,Primera División,Independiente,Lanús,1,1,DRAW
15/08/1948,Primera División,Rosario Central,Independiente,5,1,LOSS
16/05/1948,Primera División,San Lorenzo,Independiente,0,3,WIN
18/04/1948,Primera División,Independiente,Rosario Central,10,2,WIN
19/09/1948,Primera División,Boca Juniors,Independiente,1,2,WIN
20/06/1948,Primera División,Independiente,River Plate,2,1,WIN
21/11/1948,Primera División,Racing Club,Independiente,0,1,WIN
22/08/1948,Primera División,Newell’s Old Boys,Independiente,1,2,WIN
24/10/1948,Primera División,Independiente,Vélez Sarsfield,0,1,LOSS
25/04/1948,Primera División,Independiente,Newell’s Old Boys,2,1,WIN
25/07/1948,Primera División,Huracán,Independiente,0,0,DRAW
27/06/1948,Primera División,Lanús,Independiente,0,0,DRAW
29/08/1948,Primera División,Independiente,Platense,5,2,WIN
30/05/1948,Primera División,Estudiantes,Independiente,2,1,LOSS
31/10/1948,Primera División,River Plate,Independiente,3,4,WIN
