date,competition,home_team,away_team,home_score,away_score,result
01/06/1916,Primera División,Independiente,Estudiantes,0,0,DRAW
03/09/1916,Copa de Honor,Independiente,Boca Juniors,1,0,WIN
03/12/1916,Primera División,Argentino de Quilmes,Independiente,3,0,LOSS
04/06/1916,Copa Competencia,Independiente,Belgrano AC.,3,0,WIN
07/05/1916,Primera División,Atlanta,Independiente,0,2,WIN
08/10/1916,Primera División,Independiente,Columbian,1,0,WIN
08/12/1916,Primera División,Independiente,Platense,1,1,DRAW
09/04/1916,Primera División,Ferro Carril Oeste,Independiente,1,2,WIN
10/09/1916,Primera División,Gimnasia y Esgrima La Plata,Independiente,1,0,LOSS
11/06/1916,Primera División,Quilmes,Independiente,0,0,DRAW
12/11/1916,Copa de Honor,Independiente,Rosario Central,0,1,LOSS
14/05/1916,Primera División,Independiente,Huracán,1,0,WIN
15/10/1916,Copa de Honor,Independiente,Central Córdoba,2,1,WIN
16/04/1916,Primera División,Independiente,River Plate,0,0,DRAW
17/09/1916,Copa Competencia,Independiente,Columbian,1,1,DRAW
17/12/1916,Copa Competencia,Independiente,Rosario Central,1,2,LOSS
20/04/1916,Primera División,Estudiantes de La Plata,Independiente,2,1,LOSS
20/08/1916,Copa Competencia,Independiente,Estudiantes de La Plata,3,2,WIN
21/05/1916,Copa de Honor,Gimnasia y Esgrima,Independiente,1,3,WIN
22/10/1916,Primera División,Independiente,Porteño,0,0,DRAW
23/04/1916,Primera División,Banfield,Independiente,0,1,WIN
23/07/1916,Copa de Honor,Huracán,Independiente,0,1,WIN
24/09/1916,Copa Competencia,Columbian,Independiente,2,3,WIN
26/03/1916,Primera División,Independiente,Estudiantil Porteño,0,1,LOSS
26/11/1916,Primera División,Boca Juniors,Independiente,1,1,DRAW
27/08/1916,Primera División,San Isidro,Independiente,2,0,LOSS
28/05/1916,Primera División,San Lorenzo,Independiente,0,1,WIN
29/10/1916,Primera División,Independiente,Belgrano AC.,0,2,LOSS
30/04/1916,Primera División,Tigre,Independiente,1,1,DRAW
30/07/1916,Primera División,Independiente,Racing Club,0,1,LOSS
30/08/1916,Primera División,Independiente,Gimnasia y Esgrima,1,1,DRAW
