date,competition,home_team,away_team,home_score,away_score,result
01/06/1947,Primera División,San Lorenzo,Independiente,0,0,DRAW
02/11/1947,Primera División,Independiente,Racing Club,1,2,LOSS
03/08/1947,Primera División,Estudiantes de La Plata,Independiente,2,2,DRAW
04/05/1947,Primera División,Independiente,Lanús,2,1,WIN
05/10/1947,Primera División,Independiente,Newell’s Old Boys,6,1,WIN
06/07/1947,Primera División,Independiente,River Plate,1,0,WIN
07/09/1947,Primera División,Independiente,Platense,2,3,LOSS
08/06/1947,Primera División,Independiente,Chacarita Juniors,2,1,WIN
09/11/1947,Primera División,Huracán,Independiente,4,5,WIN
10/08/1947,Primera División,Independiente,Tigre,1,1,DRAW
12/10/1947,Primera División,Vélez Sarsfield,Independiente,1,3,WIN
13/04/1947,Primera División,Tigre,Independiente,0,3,WIN
14/09/1947,Primera División,Boca Juniors,Independiente,1,1,DRAW
16/11/1947,Primera División,Independiente,Estudiantes de La Plata,0,0,DRAW
17/08/1947,Primera División,Rosario Central,Independiente,3,2,LOSS
18/05/1947,Primera División,Platense,Independiente,1,2,WIN
19/10/1947,Primera División,Independiente,Banfield,3,1,WIN
20/04/1947,Primera División,Independiente,Rosario Central,4,2,WIN
20/07/1947,Primera División,Racing Club,Independiente,3,2,LOSS
21/09/1947,Primera División,Independiente,San Lorenzo,0,4,LOSS
22/06/1947,Primera División,Independiente,Vélez Sarsfield,0,0,DRAW
24/08/1947,Primera División,Independiente,Atlanta,3,2,WIN
25/05/1947,Primera División,Independiente,Boca Juniors,3,1,WIN
26/10/1947,Primera División,River Plate,Independiente,3,2,LOSS
27/04/1947,Primera División,Atlanta,Independiente,0,3,WIN
27/07/1947,Primera División,Independiente,Huracán,3,0,WIN
28/09/1947,Primera División,Chacarita Juniors,Independiente,1,2,WIN
29/06/1947,Primera División,Banfield,Independiente,0,3,WIN
31/08/1947,Primera División,Lanús,Independiente,3,3,DRAW
