date,competition,home_team,away_team,home_score,away_score,result
01/05/1966,Primera División,Quilmes,Independiente,0,0,DRAW
02/10/1966,Primera División,Independiente,Banfield,4,0,WIN
03/04/1966,Primera División,Vélez Sarsfield,Independiente,1,1,DRAW
03/07/1966,Primera División,Independiente,Racing Club,0,2,LOSS
03/12/1966,Primera División,Huracán,Independiente,2,3,WIN
04/09/1966,Primera División,Independiente,Newell’s Old Boys,1,0,WIN
05/06/1966,Primera División,Independiente,Boca Juniors,0,1,LOSS
06/03/1966,Primera División,San Lorenzo,Independiente,0,1,WIN
07/08/1966,Primera División,Independiente,Atlanta,1,0,WIN
08/05/1966,Primera División,Independiente,Lanús,3,0,WIN
09/10/1966,Primera División,Platense,Independiente,0,0,DRAW
10/04/1966,Primera División,Independiente,Rosario Central,0,0,DRAW
12/06/1966,Primera División,River Plate,Independiente,1,0,LOSS
13/11/1966,Primera División,Gimnasia y Esgrima La Plata,Independiente,0,2,WIN
14/08/1966,Primera División,Ferro Carril Oeste,Independiente,2,2,DRAW
14/08/1966,Primera División,Lanús,Independiente,0,0,DRAW
14/10/1966,Primera División,Independiente,Chacarita Juniors,2,2,DRAW
15/05/1966,Primera División,Banfield,Independiente,0,0,DRAW
17/04/1966,Primera División,Newell’s Old Boys,Independiente,1,3,WIN
17/07/1966,Primera División,Independiente,Huracán,1,0,WIN
18/09/1966,Primera División,Independiente,Quilmes,3,1,WIN
19/06/1966,Primera División,Independiente,Gimnasia y Esgrima La Plata,0,1,LOSS
19/11/1966,Primera División,Independiente,Estudiantes de La Plata,3,3,DRAW
20/03/1966,Primera División,Atlanta,Independiente,1,1,DRAW
21/08/1966,Primera División,Independiente,Vélez Sarsfield,0,2,LOSS
22/05/1966,Primera División,Independiente,Platense,2,0,WIN
23/10/1966,Primera División,Boca Juniors,Independiente,3,1,LOSS
24/04/1966,Primera División,Independiente,Colón,4,0,WIN
24/07/1966,Primera División,Independiente,San Lorenzo,1,2,LOSS
25/09/1966,Primera División,Lanús,Independiente,0,0,DRAW
26/06/1966,Primera División,Estudiantes de La Plata,Independiente,1,0,LOSS
27/03/1966,Primera División,Independiente,Ferro Carril Oeste,4,0,WIN
27/11/1966,Primera División,Racing Club,Independiente,3,3,DRAW
28/08/1966,Primera División,Rosario Central,Independiente,0,0,DRAW
29/05/1966,Primera División,Chacarita Juniors,Independiente,1,1,DRAW
30/10/1966,Primera División,Independiente,River Plate,2,2,DRAW
