date,competition,home_team,away_team,home_score,away_score,result
01/07/1979,Campeonato Metropolitano,Independiente,Chacarita Juniors,2,1,WIN
02/05/1979,Campeonato Metropolitano,Ferro Carril Oeste,Independiente,0,4,WIN
02/09/1979,Campeonato Nacional,Racing Club,Independiente,2,3,WIN
04/11/1979,Campeonato Nacional,Vélez Sarsfield,Independiente,3,1,LOSS
05/03/1979,Campeonato Metropolitano,Independiente,Ferro Carril Oeste,1,3,LOSS
05/08/1979,Campeonato Metropolitano,Independiente,River Plate,1,2,LOSS
06/05/1979,Campeonato Metropolitano,All Boys,Independiente,0,2,WIN
07/10/1979,Campeonato Nacional,Atlético Ledesma de Jujuy,Independiente,0,3,WIN
08/04/1979,Campeonato Metropolitano,Independiente,Boca Juniors,1,0,WIN
08/07/1979,Campeonato Metropolitano,Estudiantes de La Plata,Independiente,1,3,WIN
09/09/1979,Campeonato Nacional,Unión,Independiente,4,2,LOSS
10/06/1979,Campeonato Metropolitano,Rosario Central,Independiente,4,2,LOSS
11/03/1979,Campeonato Metropolitano,Independiente,All Boys,1,2,LOSS
11/11/1979,Campeonato Nacional,Independiente,San Martín de Tucumán,4,0,WIN
13/05/1979,Campeonato Metropolitano,Independiente,Atlanta,1,0,WIN
14/10/1979,Campeonato Nacional,Independiente,Ferro Carril Oeste,0,2,LOSS
15/04/1979,Campeonato Metropolitano,Chacarita Juniors,Independiente,2,1,LOSS
15/07/1979,Campeonato Metropolitano,Independiente,Colón,2,0,WIN
16/09/1979,Campeonato Nacional,Independiente,Vélez Sarsfield,0,1,LOSS
17/03/1979,Campeonato Metropolitano,Atlanta,Independiente,1,2,WIN
17/06/1979,Campeonato Metropolitano,Independiente,San Lorenzo,3,2,WIN
21/10/1979,Campeonato Nacional,Independiente,Racing Club,2,3,LOSS
22/04/1979,Campeonato Metropolitano,Independiente,Salvador Giaigischia,5,2,WIN
23/06/1979,Campeonato Metropolitano,Boca Juniors,Independiente,0,0,DRAW
23/09/1979,Campeonato Nacional,San Martín de Tucumán,Independiente,0,0,DRAW
25/03/1979,Campeonato Metropolitano,Independiente,Rosario Central,1,2,LOSS
25/11/1979,Campeonato Nacional,Independiente,Atlético Ledesma de Jujuy,3,1,WIN
28/10/1979,Campeonato Nacional,Independiente,Unión,1,0,WIN
30/09/1979,Campeonato Nacional,Independiente,Alianza Juventud Unida Universitario Pringles de San Luis,2,1,WIN
