date,competition,home_team,away_team,home_score,away_score,result
01/09/1946,Primera División,Independiente,San Lorenzo,1,2,LOSS
01/12/1946,Primera División,Newell’s Old Boys,Independiente,1,1,DRAW
02/06/1946,Primera División,Independiente,Boca Juniors,1,0,WIN
05/05/1946,Primera División,San Lorenzo,Independiente,3,3,DRAW
06/10/1945,Primera División,Independiente,Rosario Central,4,2,WIN
08/09/1946,Primera División,Vélez Sarsfield,Independiente,0,0,DRAW
08/12/1946,Primera División,Independiente,Platense,4,2,WIN
09/06/1946,Primera División,Rosario Central,Independiente,6,0,LOSS
10/11/1946,Primera División,Independiente,Atlanta,3,1,WIN
11/08/1946,Primera División,Independiente,Newell’s Old Boys,0,0,DRAW
12/05/1946,Primera División,Independiente,Vélez Sarsfield,4,1,WIN
13/10/1946,Primera División,River Plate,Independiente,2,0,LOSS
14/04/1946,Copa Competencia,Independiente,Platense,2,1,WIN
14/07/1946,Primera División,Atlanta,Independiente,4,2,LOSS
15/09/1946,Primera División,Independiente,Ferro Carril Oeste,3,0,WIN
16/06/1946,Primera División,Independiente,River Plate,2,1,WIN
18/08/1946,Primera División,Platense,Independiente,1,1,DRAW
19/05/1946,Primera División,Ferro Carril Oeste,Independiente,0,0,DRAW
20/06/1946,Copa Competencia,Estudiantes de La Plata,Independiente,1,0,LOSS
20/10/1946,Primera División,Independiente,Lanús,2,2,DRAW
21/04/1946,Primera División,Independiente,Estudiantes de La Plata,0,2,LOSS
21/07/1946,Primera División,Independiente,Chacarita Juniors,3,2,WIN
22/09/1946,Primera División,Tigre,Independiente,2,4,WIN
23/06/1946,Primera División,Lanús,Independiente,1,1,DRAW
24/11/1946,Primera División,Independiente,Racing Club,0,2,LOSS
25/08/1946,Primera División,Estudiantes de La Plata,Independiente,2,3,WIN
26/05/1946,Primera División,Independiente,Tigre,4,1,WIN
27/10/1946,Primera División,Huracán,Independiente,4,1,LOSS
28/07/1946,Primera División,Racing Club,Independiente,1,3,WIN
29/03/1947,Copa,Independiente,River Plate,1,2,LOSS
29/09/1945,Primera División,Boca Juniors,Independiente,2,1,LOSS
30/06/1946,Primera División,Independiente,Huracán,4,3,WIN
