date,competition,home_team,away_team,home_score,away_score,result
01/11/1925,Primera División,Lanús,Independiente,2,2,DRAW
02/08/1925,Primera División,Liberal Argentino,Independiente,0,4,WIN
05/04/1925,Primera División,Sp. Palermo,Independiente,0,0,DRAW
06/12/1925,Copa Competencia,Barracas Central,Independiente,0,3,WIN
07/06/1925,Primera División,Sp. Buenos Aires,Independiente,0,2,WIN
08/11/1925,Copa Competencia,Independiente,Estudiantil Porteño,7,0,WIN
09/08/1925,Primera División,Independiente,Racing Club,0,0,DRAW
10/05/1925,Primera División,Estudiantes,Independiente,0,1,WIN
12/04/1925,Primera División,Independiente,Atlanta,2,2,DRAW
12/07/1925,Primera División,Independiente,Estudiantil Porteño,4,0,WIN
14/03/1926,Copa Competencia,Independiente,Gimnasia y Esgrima La Plata,2,0,WIN
14/06/1925,Primera División,Independiente,Ferro Carril Oeste,1,0,WIN
15/11/1925,Copa Competencia,Independiente,Sp. Buenos Aires,1,0,WIN
16/08/1925,Primera División,Barracas Central,Independiente,0,0,DRAW
17/05/1925,Primera División,Independiente,Estudiantes de La Plata,2,4,LOSS
18/10/1925,Primera División,Independiente,Argentinos del Sud,3,0,WIN
19/04/1925,Primera División,Gimnasia y Esgrima La Plata,Independiente,0,0,DRAW
19/07/1925,Primera División,River Plate,Independiente,1,0,LOSS
20/09/1925,Primera División,Independiente,Platense,0,3,LOSS
21/06/1925,Primera División,Sp. Almagro,Independiente,0,0,DRAW
22/11/1925,Primera División,Quilmes,Independiente,2,0,LOSS
23/08/1925,Primera División,Independiente,Tigre,3,1,WIN
25/10/1925,Primera División,Independiente,Vélez Sarsfield,1,1,DRAW
26/07/1925,Primera División,Independiente,Banfield,1,0,WIN
28/03/1926,Copa Competencia,Independiente,Sp. Palermo,2,0,WIN
28/06/1925,Primera División,Independiente,Excursionistas,3,1,WIN
29/11/1925,Copa Competencia,Excursionistas,Independiente,0,0,DRAW
30/08/1925,Primera División,San Lorenzo,Independiente,0,1,WIN
31/05/1925,Primera División,Independiente,Defensores de Belgrano,0,1,LOSS
