date,competition,home_team,away_team,home_score,away_score,result
04/03/1970,Copa,At. Palmira de Mendoza,Independiente,3,1,LOSS
05/04/1970,Campeonato Metropolitano,Independiente,Lanús,1,1,DRAW
05/07/1970,Campeonato Metropolitano,Independiente,Vélez Sarsfield,0,1,LOSS
05/12/1970,Campeonato Nacional,San Martín de San Juan,Independiente,2,1,LOSS
06/09/1970,Campeonato Nacional,Independiente,Kimberley de Mar del Plata,2,1,WIN
07/06/1970,Campeonato Metropolitano,Newell’s Old Boys,Independiente,2,0,LOSS
08/10/1970,Campeonato Nacional,Boca Juniors,Independiente,1,0,LOSS
08/11/1970,Campeonato Nacional,Atlanta,Independiente,1,0,LOSS
10/05/1970,Campeonato Metropolitano,Independiente,Estudiantes de La Plata,3,1,WIN
11/09/1970,Campeonato Nacional,Independiente,Atlanta,2,0,WIN
11/10/1970,Campeonato Nacional,Independiente,San Martín de San Juan,3,0,WIN
12/04/1970,Campeonato Metropolitano,San Lorenzo,Independiente,1,1,DRAW
13/12/1970,Campeonato Nacional,Estudiantes de La Plata,Independiente,0,1,WIN
15/11/1970,Campeonato Nacional,Independiente,Racing Club,2,1,WIN
17/05/1970,Campeonato Metropolitano,Chacarita Juniors,Independiente,2,0,LOSS
19/07/1970,Campeonato Metropolitano,Independiente,Platense,2,3,LOSS
20/09/1970,Campeonato Nacional,Vélez Sarsfield,Independiente,3,3,DRAW
22/03/1970,Campeonato Metropolitano,Independiente,Rosario Central,3,0,WIN
22/11/1970,Campeonato Nacional,Rosario Central,Independiente,3,2,LOSS
24/05/1970,Campeonato Metropolitano,Independiente,Quilmes,4,0,WIN
26/03/1970,Campeonato Metropolitano,Independiente,Huracán,5,1,WIN
26/04/1970,Campeonato Metropolitano,Atlanta,Independiente,1,3,WIN
27/07/1970,Campeonato Metropolitano,Racing Club,Independiente,2,3,WIN
27/09/1970,Campeonato Nacional,Racing Club,Independiente,2,2,DRAW
28/05/1970,Campeonato Metropolitano,Los Andes,Independiente,0,3,WIN
28/06/1970,Campeonato Metropolitano,River Plate,Independiente,3,1,LOSS
29/03/1970,Campeonato Metropolitano,Unión,Independiente,1,3,WIN
29/11/1970,Campeonato Nacional,Independiente,Boca Juniors,2,3,LOSS
31/05/1970,Campeonato Metropolitano,Independiente,Boca Juniors,3,2,WIN
