date,competition,home_team,away_team,home_score,away_score,result
"Sáb., 14 de Dic.",Liga Profesional de Fútbol,Boca Juniors,Independiente,0,0,DRAW
"Lun., 9 de Dic.",Liga Profesional de Fútbol,Independiente,Atlético Tucumán,2,1,WIN
"Dom., 1 de Dic.",Liga Profesional de Fútbol,Independiente,Central Córdoba (Santiago del Estero),2,0,WIN
"Mar., 26 de Nov.",Liga Profesional de Fútbol,Newell's Old Boys,Independiente,2,1,LOSS
"Jue., 21 de Nov.",Liga Profesional de Fútbol,Independiente,Gimnasia La Plata,1,0,WIN
"Sáb., 9 de Nov.",Liga Profesional de Fútbol,Huracán,Independiente,1,0,LOSS
"Mar., 5 de Nov.",Liga Profesional de Fútbol,Independiente,Unión (Santa Fe),3,0,WIN
"Jue., 31 de Oct.",Liga Profesional de Fútbol,Sarmiento (Junín),Independiente,0,0,DRAW
"Sáb., 26 de Oct.",Liga Profesional de Fútbol,Independiente,Godoy Cruz Antonio Tomba,1,1,DRAW
"Vie., 18 de Oct.",Liga Profesional de Fútbol,Lanús,Independiente,0,2,WIN
"Dom., 6 de Oct.",Liga Profesional de Fútbol,Independiente,Deportivo Riestra,3,1,WIN
"Mar., 1 de Oct.",Liga Profesional de Fútbol,Tigre,Independiente,1,1,DRAW
"Vie., 27 de Sep.",Copa Argentina,Vélez Sarsfield,Independiente,1,0,LOSS
"Dom., 22 de Sep.",Liga Profesional de Fútbol,Independiente,Argentinos Juniors,0,0,DRAW
"Sáb., 14 de Sep.",Liga Profesional de Fútbol,Belgrano (Córdoba),Independiente,1,1,DRAW
"Dom., 1 de Sep.",Liga Profesional de Fútbol,Independiente,River Plate,0,0,DRAW
"Mié., 28 de Ago.",Copa Argentina,Godoy Cruz Antonio Tomba,Independiente,0,3,WIN
"Dom., 25 de Ago.",Liga Profesional de Fútbol,Racing Club,Independiente,0,0,DRAW
"Sáb., 17 de Ago.",Liga Profesional de Fútbol,Independiente,Rosario Central,1,0,WIN
"Dom., 11 de Ago.",Liga Profesional de Fútbol,Estudiantes de La Plata,Independiente,0,2,WIN
"Sáb., 3 de Ago.",Liga Profesional de Fútbol,Independiente,San Lorenzo,0,0,DRAW
"Sáb., 27 de Jul.",Liga Profesional de Fútbol,Independiente Rivadavia,Independiente,1,0,LOSS
"Mar., 23 de Jul.",Liga Profesional de Fútbol,Independiente,Barracas Central,0,0,DRAW
"Jue., 18 de Jul.",Liga Profesional de Fútbol,Instituto (Córdoba),Independiente,3,1,LOSS
"Mié., 12 de Jun.",Liga Profesional de Fútbol,Independiente,Banfield,2,1,WIN
"Lun., 3 de Jun.",Liga Profesional de Fútbol,Defensa y Justicia,Independiente,0,0,DRAW
"Dom., 26 de May.",Liga Profesional de Fútbol,Independiente,Vélez Sarsfield,1,1,DRAW
"Dom., 19 de May.",Liga Profesional de Fútbol,Platense,Independiente,0,0,DRAW
"Sáb., 11 de May.",Liga Profesional de Fútbol,Independiente,Talleres (Córdoba),1,3,LOSS
"Vie., 3 de May.",Copa Argentina,Juventud Unida Universitario,Independiente,0,2,WIN
"Lun., 15 de Abr.",Argentine Copa de la Liga Profesional,Independiente,Talleres (Córdoba),2,2,DRAW
"Vie., 5 de Abr.",Argentine Copa de la Liga Profesional,Banfield,Independiente,0,1,WIN
"Dom., 31 de Mar.",Argentine Copa de la Liga Profesional,Independiente,Atlético Tucumán,1,1,DRAW
"Vie., 22 de Mar.",Copa Argentina,Independiente,Deportivo Laferrere,3,0,WIN
"Vie., 15 de Mar.",Argentine Copa de la Liga Profesional,Deportivo Riestra,Independiente,1,0,LOSS
"Sáb., 9 de Mar.",Argentine Copa de la Liga Profesional,Independiente,River Plate,1,1,DRAW
"Mar., 5 de Mar.",Argentine Copa de la Liga Profesional,Barracas Central,Independiente,2,2,DRAW
"Sáb., 2 de Mar.",Argentine Copa de la Liga Profesional,Independiente,Argentinos Juniors,2,1,WIN
"Sáb., 24 de Feb.",Argentine Copa de la Liga Profesional,Independiente,Racing Club,0,1,LOSS
"Dom., 18 de Feb.",Argentine Copa de la Liga Profesional,Instituto (Córdoba),Independiente,0,2,WIN
"Mar., 13 de Feb.",Argentine Copa de la Liga Profesional,Independiente,Rosario Central,1,0,WIN
"Jue., 8 de Feb.",Argentine Copa de la Liga Profesional,Huracán,Independiente,0,0,DRAW
"Sáb., 3 de Feb.",Argentine Copa de la Liga Profesional,Independiente,Gimnasia La Plata,0,1,LOSS
"Mar., 30 de Ene.",Argentine Copa de la Liga Profesional,Vélez Sarsfield,Independiente,0,1,WIN
"Vie., 26 de Ene.",Argentine Copa de la Liga Profesional,Independiente Rivadavia,Independiente,0,1,WIN
