date,competition,home_team,away_team,home_score,away_score,result
01/07/1928,Primera División,Banfield,Independiente,2,0,LOSS
02/12/1928,Primera División,Independiente,Argentino de Banfield,6,1,WIN
03/03/1929,Primera División,Argentino del Sud,Independiente,0,5,WIN
04/11/1928,Primera División,Independiente,Estudiantil Porteño,3,1,WIN
05/05/1928,Primera División,Vélez Sarsfield,Independiente,0,1,WIN
05/05/1929,Primera División,San Lorenzo,Independiente,0,0,DRAW
06/01/1929,Primera División,Independiente,Liberal Argentino,3,0,WIN
07/04/1929,Primera División,Independiente,Ferro Carril Oeste,0,1,LOSS
09/09/1928,Primera División,Excursionistas,Independiente,1,0,LOSS
09/12/1928,Primera División,Atlanta,Independiente,0,2,WIN
10/03/1929,Primera División,Independiente,Chacarita Juniors,2,1,WIN
10/06/1928,Primera División,Independiente,Almagro,5,1,WIN
11/11/1928,Primera División,Estudiantes,Independiente,1,2,WIN
12/05/1929,Primera División,Independiente,Estudiantes de La Plata,2,0,WIN
12/08/1928,Primera División,Argentinos Juniors,Independiente,1,1,DRAW
15/04/1928,Primera División,Tigre,Independiente,1,1,DRAW
16/09/1928,Primera División,Independiente,Racing Club,2,1,WIN
16/12/1928,Primera División,Independiente,Porteño,7,1,WIN
17/06/1928,Primera División,Sp. Barracas,Independiente,2,1,LOSS
18/11/1928,Primera División,Independiente,El Porvenir,2,0,WIN
19/05/1929,Primera División,Huracán,Independiente,1,2,WIN
19/08/1928,Primera División,Independiente,San Isidro,3,1,WIN
21/10/1928,Primera División,Independiente,San Fernando,4,1,WIN
22/07/1928,Primera División,Platense,Independiente,2,2,DRAW
23/06/1929,Primera División,Barracas Central,Independiente,1,1,DRAW
23/09/1928,Primera División,Quilmes,Independiente,0,0,DRAW
23/12/1928,Primera División,Talleres,Independiente,1,2,WIN
24/06/1928,Primera División,Independiente,River Plate,3,0,WIN
25/11/1928,Primera División,Sp. Palermo,Independiente,1,3,WIN
28/04/1929,Primera División,Independiente,Defensores de Belgrano,3,0,WIN
28/10/1928,Primera División,Boca Juniors,Independiente,3,0,LOSS
29/04/1928,Primera División,Independiente,Sp. Buenos Aires,0,0,DRAW
29/07/1928,Primera División,Independiente,Lanús,1,1,DRAW
30/06/1929,Primera División,Independiente,Argentino de Quilmes,1,0,WIN
