date,competition,home_team,away_team,home_score,away_score,result
01/07/1951,Primera División,Estudiantes de La Plata,Independiente,1,4,WIN
03/06/1951,Primera División,Independiente,Atlanta,5,1,WIN
04/11/1951,Primera División,Huracán,Independiente,3,0,LOSS
05/08/1951,Primera División,Independiente,Banfield,3,1,WIN
07/10/1951,Primera División,Racing Club,Independiente,1,0,LOSS
08/07/1951,Primera División,Independiente,Quilmes,6,1,WIN
09/09/1951,Primera División,Independiente,San Lorenzo,4,2,WIN
10/06/1951,Primera División,Lanús,Independiente,5,1,LOSS
15/07/1951,Primera División,Ferro Carril Oeste,Independiente,0,0,DRAW
15/08/1951,Primera División,Independiente,Platense,1,3,LOSS
16/09/1951,Primera División,Atlanta,Independiente,1,6,WIN
17/06/1951,Primera División,Independiente,Newell’s Old Boys,2,0,WIN
18/11/1951,Primera División,Independiente,Chacarita Juniors,3,2,WIN
19/08/1951,Primera División,Gimnasia y Esgrima La Plata,Independiente,1,3,WIN
20/05/1951,Primera División,Boca Juniors,Independiente,1,1,DRAW
20/06/1951,Primera División,Independiente,Racing Club,1,1,DRAW
21/10/1951,Primera División,Independiente,Estudiantes de La Plata,4,1,WIN
22/04/1951,Primera División,Platense,Independiente,1,1,DRAW
22/07/1951,Primera División,Independiente,Huracán,1,1,DRAW
23/09/1951,Primera División,Independiente,Lanús,7,1,WIN
24/05/1951,Primera División,Independiente,Vélez Sarsfield,2,1,WIN
24/06/1951,Primera División,Independiente,River Plate,4,0,WIN
25/11/1951,Primera División,Banfield,Independiente,5,0,LOSS
26/08/1951,Primera División,Independiente,Boca Juniors,1,1,DRAW
28/10/1951,Primera División,Quilmes,Independiente,3,1,LOSS
29/04/1951,Primera División,Independiente,Gimnasia y Esgrima La Plata,1,1,DRAW
29/07/1951,Primera División,Chacarita Juniors,Independiente,0,2,WIN
30/09/1951,Primera División,Newell’s Old Boys,Independiente,2,1,LOSS
