date,competition,home_team,away_team,home_score,away_score,result
01/09/1918,Primera División,Independiente,Tigre,0,1,LOSS
01/12/1918,Copa de Honor,Peñarol,Independiente,4,0,LOSS
02/06/1918,Copa Competencia,Independiente,Sp. Palermo,3,1,WIN
04/08/1918,Primera División,Independiente,Estudiantes de La Plata,2,0,WIN
05/05/1918,Primera División,Independiente,Atlanta,3,2,WIN
06/10/1918,Primera División,Independiente,Estudiantil Porteño,2,3,LOSS
08/09/1918,Primera División,Def. de Belgrano,Independiente,1,0,LOSS
09/05/1918,Primera División,Independiente,San Isidro,2,4,LOSS
09/06/1918,Copa de Honor,Columbian,Independiente,1,1,DRAW
12/05/1918,Primera División,Gimnasia y Esgrima La Plata,Independiente,1,1,DRAW
14/04/1918,Primera División,Huracán,Independiente,1,0,LOSS
14/07/1918,Copa de Honor,Independiente,Racing Club,2,1,WIN
15/09/1918,Primera División,Independiente,Platense,3,1,WIN
16/06/1918,Primera División,Independiente,Racing Club,0,2,LOSS
16/08/1918,Copa Competencia,Independiente,Estudiantes,1,2,LOSS
18/09/1918,Primera División,Porteño,Independiente,2,0,LOSS
19/05/1918,Primera División,Argentino de Quilmes,Independiente,0,1,WIN
21/07/1918,Primera División,Boca Juniors,Independiente,1,3,WIN
22/09/1918,Copa de Honor,Independiente,Boca Juniors,2,1,WIN
23/06/1918,Copa de Honor,Independiente,Columbian,4,3,WIN
23/06/1918,Primera División,Ferro Carril Oeste,Independiente,1,7,WIN
28/04/1918,Primera División,Independiente,Estudiantes,2,1,WIN
30/05/1918,Primera División,San Lorenzo,Independiente,1,0,LOSS
30/06/1918,Primera División,Independiente,Sp. Barracas,1,0,WIN
30/08/1918,Primera División,Columbian,Independiente,5,2,LOSS
