date,competition,home_team,away_team,home_score,away_score,result
01/11/1953,Primera División,Huracán,Independiente,1,1,DRAW
02/08/1953,Primera División,Independiente,Boca Juniors,3,1,WIN
03/05/1953,Primera División,Independiente,San Lorenzo,3,0,WIN
04/06/1953,Primera División,Independiente,Ferro Carril Oeste,2,1,WIN
05/04/1953,Primera División,Independiente,Estudiantes de La Plata,6,2,WIN
06/09/1953,Primera División,Independiente,Vélez Sarsfield,0,4,LOSS
07/06/1953,Primera División,Gimnasia y Esgrima La Plata,Independiente,0,0,DRAW
08/11/1953,Primera División,Independiente,Platense,3,1,WIN
11/10/1953,Primera División,Independiente,Gimnasia y Esgrima La Plata,0,4,LOSS
12/04/1953,Primera División,Newell’s Old Boys,Independiente,0,2,WIN
13/09/1953,Primera División,San Lorenzo,Independiente,1,1,DRAW
14/06/1953,Primera División,Independiente,Rosario Central,5,2,WIN
17/08/1953,Primera División,Estudiantes de La Plata,Independiente,2,0,LOSS
18/10/1953,Primera División,Rosario Central,Independiente,4,3,LOSS
19/04/1953,Primera División,Independiente,Banfield,1,0,WIN
20/09/1953,Primera División,Independiente,River Plate,2,2,DRAW
21/06/1953,Primera División,Lanús,Independiente,0,1,WIN
22/11/1953,Primera División,Independiente,Racing Club,5,1,WIN
23/08/1953,Primera División,Independiente,Newell’s Old Boys,0,1,LOSS
24/05/1953,Primera División,River Plate,Independiente,0,0,DRAW
25/07/1953,Primera División,Platense,Independiente,4,0,LOSS
25/10/1953,Primera División,Independiente,Lanús,2,1,WIN
26/04/1953,Primera División,Vélez Sarsfield,Independiente,3,0,LOSS
27/09/1953,Primera División,Chacarita Juniors,Independiente,3,0,LOSS
30/08/1953,Primera División,Banfield,Independiente,1,1,DRAW
31/05/1953,Primera División,Independiente,Chacarita Juniors,2,1,WIN
