date,competition,home_team,away_team,home_score,away_score,result
"Dom., 23 de Oct.",Liga Profesional de Fútbol,Boca Juniors,Independiente,2,2,DRAW
"Dom., 16 de Oct.",Liga Profesional de Fútbol,Independiente,Banfield,1,0,WIN
"Mié., 12 de Oct.",Liga Profesional de Fútbol,Independiente,Barracas Central,2,2,DRAW
"Dom., 9 de Oct.",Liga Profesional de Fútbol,Tigre,Independiente,2,1,LOSS
"Mié., 5 de Oct.",Liga Profesional de Fútbol,Independiente,Central Córdoba (Santiago del Estero),1,2,LOSS
"Sáb., 1 de Oct.",Liga Profesional de Fútbol,Arsenal Sarandi,Independiente,0,1,WIN
"Sáb., 24 de Sep.",Liga Profesional de Fútbol,Independiente,Newell's Old Boys,1,0,WIN
"Lun., 19 de Sep.",Liga Profesional de Fútbol,Unión (Santa Fe),Independiente,0,1,WIN
"Jue., 15 de Sep.",Copa Argentina,Vélez Sarsfield,Independiente,0,2,WIN
"Lun., 12 de Sep.",Liga Profesional de Fútbol,Sarmiento (Junín),Independiente,1,2,WIN
"Jue., 8 de Sep.",Liga Profesional de Fútbol,Independiente,Aldosivi,3,0,WIN
"Sáb., 3 de Sep.",Liga Profesional de Fútbol,Gimnasia La Plata,Independiente,3,1,LOSS
"Dom., 28 de Ago.",Liga Profesional de Fútbol,Independiente,Vélez Sarsfield,1,1,DRAW
"Dom., 21 de Ago.",Liga Profesional de Fútbol,Godoy Cruz Antonio Tomba,Independiente,1,1,DRAW
"Mar., 16 de Ago.",Liga Profesional de Fútbol,Independiente,Huracán,1,1,DRAW
"Sáb., 13 de Ago.",Liga Profesional de Fútbol,Lanús,Independiente,1,1,DRAW
"Dom., 7 de Ago.",Liga Profesional de Fútbol,Independiente,River Plate,0,1,LOSS
"Lun., 1 de Ago.",Liga Profesional de Fútbol,Colón (Santa Fe),Independiente,0,3,WIN
"Dom., 24 de Jul.",Liga Profesional de Fútbol,Independiente,Atlético Tucumán,0,1,LOSS
"Mié., 20 de Jul.",Liga Profesional de Fútbol,Defensa y Justicia,Independiente,2,1,LOSS
"Sáb., 16 de Jul.",Liga Profesional de Fútbol,Independiente,Rosario Central,0,0,DRAW
"Dom., 10 de Jul.",Liga Profesional de Fútbol,Racing Club,Independiente,1,0,LOSS
"Lun., 4 de Jul.",Liga Profesional de Fútbol,Independiente,Platense,1,3,LOSS
"Lun., 27 de Jun.",Liga Profesional de Fútbol,Patronato,Independiente,3,1,LOSS
"Jue., 23 de Jun.",Copa Argentina,Atlético Tucumán,Independiente,0,1,WIN
"Lun., 20 de Jun.",Liga Profesional de Fútbol,Independiente,Estudiantes de La Plata,2,1,WIN
"Jue., 16 de Jun.",Liga Profesional de Fútbol,Argentinos Juniors,Independiente,2,1,LOSS
"Vie., 10 de Jun.",Liga Profesional de Fútbol,Independiente,Talleres (Córdoba),1,0,WIN
"Sáb., 4 de Jun.",Liga Profesional de Fútbol,San Lorenzo,Independiente,1,1,DRAW
"Mié., 25 de May.",CONMEBOL Sudamericana,Independiente,Ceará,0,2,LOSS
"Jue., 19 de May.",CONMEBOL Sudamericana,Independiente,Deportivo La Guaira,4,0,WIN
"Sáb., 7 de May.",Argentine Copa de la Liga Profesional,Independiente,Huracán,3,0,WIN
"Mar., 3 de May.",CONMEBOL Sudamericana,General Caballero JLM,Independiente,0,4,WIN
"Sáb., 30 de Abr.",Argentine Copa de la Liga Profesional,Lanús,Independiente,1,0,LOSS
"Mar., 26 de Abr.",CONMEBOL Sudamericana,Deportivo La Guaira,Independiente,0,2,WIN
"Sáb., 23 de Abr.",Argentine Copa de la Liga Profesional,Rosario Central,Independiente,3,0,LOSS
"Mar., 19 de Abr.",Argentine Copa de la Liga Profesional,Independiente,Aldosivi,1,1,DRAW
"Sáb., 16 de Abr.",Argentine Copa de la Liga Profesional,Colón (Santa Fe),Independiente,2,2,DRAW
"Mar., 12 de Abr.",CONMEBOL Sudamericana,Independiente,General Caballero JLM,2,0,WIN
"Sáb., 9 de Abr.",Argentine Copa de la Liga Profesional,Independiente,Tigre,1,1,DRAW
"Mar., 5 de Abr.",CONMEBOL Sudamericana,Ceará,Independiente,2,1,LOSS
"Vie., 1 de Abr.",Argentine Copa de la Liga Profesional,Barracas Central,Independiente,0,1,WIN
"Sáb., 19 de Mar.",Argentine Copa de la Liga Profesional,Independiente,Racing Club,1,2,LOSS
"Lun., 14 de Mar.",Argentine Copa de la Liga Profesional,Independiente,Central Córdoba (Santiago del Estero),1,1,DRAW
"Lun., 7 de Mar.",Argentine Copa de la Liga Profesional,Godoy Cruz Antonio Tomba,Independiente,3,3,DRAW
"Sáb., 26 de Feb.",Argentine Copa de la Liga Profesional,Independiente,Boca Juniors,2,2,DRAW
"Sáb., 19 de Feb.",Argentine Copa de la Liga Profesional,Vélez Sarsfield,Independiente,0,0,DRAW
"Mar., 15 de Feb.",Argentine Copa de la Liga Profesional,Independiente,Arsenal Sarandi,1,0,WIN
"Sáb., 12 de Feb.",Argentine Copa de la Liga Profesional,Estudiantes de La Plata,Independiente,2,1,LOSS
