date,competition,home_team,away_team,home_score,away_score,result
01/08/1943,Primera División,Independiente,Racing Club,1,2,LOSS
02/05/1943,Primera División,Estudiantes de La Plata,Independiente,2,1,LOSS
03/10/1943,Primera División,Independiente,Newell’s Old Boys,2,1,WIN
04/07/1943,Primera División,Ferro Carril Oeste,Independiente,1,0,LOSS
05/09/1943,Primera División,Independiente,Estudiantes de La Plata,0,0,DRAW
05/12/1943,Primera División,Chacarita Juniors,Independiente,0,1,WIN
08/08/1943,Primera División,Rosario Central,Independiente,2,2,DRAW
08/12/1943,Copa,Independiente,San Lorenzo,1,1,DRAW
09/05/1943,Primera División,Independiente,Huracán,6,2,WIN
10/10/1943,Primera División,Atlanta,Independiente,3,7,WIN
11/11/1943,Copa,Independiente,Gimnasia y Esgrima La Plata,4,2,WIN
11/12/1943,Copa,Huracán,Independiente,0,0,DRAW
12/10/1943,Copa,Independiente,Rosario Central,4,3,WIN
13/06/1943,Primera División,Independiente,Platense,2,0,WIN
14/11/1943,Copa,Independiente,Argentinos del Norte,4,2,WIN
14/11/1943,Primera División,Independiente,Ferro Carril Oeste,2,2,DRAW
14/12/1943,Copa,San Martín,Independiente,2,0,LOSS
15/08/1943,Primera División,Independiente,Chacarita Juniors,2,0,WIN
16/05/1943,Primera División,Banfield,Independiente,2,4,WIN
17/10/1943,Primera División,Independiente,Boca Juniors,0,0,DRAW
18/04/1943,Primera División,San Lorenzo,Independiente,4,2,LOSS
19/09/1943,Primera División,Huracán,Independiente,3,2,LOSS
20/06/1943,Primera División,Lanús,Independiente,1,3,WIN
21/11/1943,Copa,San Martín,Independiente,5,0,LOSS
21/11/1943,Primera División,Racing Club,Independiente,2,2,DRAW
22/08/1943,Primera División,Independiente,San Lorenzo,1,2,LOSS
23/05/1943,Primera División,Newell’s Old Boys,Independiente,2,1,LOSS
24/10/1943,Primera División,Platense,Independiente,5,3,LOSS
25/04/1943,Primera División,Independiente,River Plate,0,2,LOSS
26/09/1943,Primera División,Independiente,Banfield,2,1,WIN
27/06/1943,Primera División,Independiente,Gimnasia y Esgrima La Plata,4,0,WIN
28/11/1943,Primera División,Independiente,Rosario Central,3,1,WIN
29/08/1943,Primera División,River Plate,Independiente,2,1,LOSS
30/05/1943,Primera División,Independiente,Atlanta,3,1,WIN
31/10/1943,Primera División,Independiente,Lanús,1,1,DRAW
