date,competition,home_team,away_team,home_score,away_score,result
02/08/1914,Primera División,Independiente,Argentino de Quilmes,1,4,LOSS
04/10/1914,Primera División,Independiente,Gimnasia y Esgrima,1,0,WIN
06/09/1914,Primera División,Independiente,Floresta,4,1,WIN
07/06/1914,Primera División,Independiente,Kimberley,0,1,LOSS
08/11/1914,Primera División,Hispano Argentino,Independiente,1,1,DRAW
09/08/1914,Primera División,Independiente,Kimberley,1,0,WIN
09/08/1914,Primera División,Independiente,Tigre,2,0,WIN
10/05/1914,Primera División,Argentino de Quilmes,Independiente,0,2,WIN
11/10/1914,Primera División,Tigre,Independiente,0,3,WIN
12/07/1914,Primera División,Estudiantes de La Plata,Independiente,3,0,LOSS
14/06/1914,Primera División,Independiente,Lanús United,2,1,WIN
16/08/1914,Primera División,Porteño,Independiente,1,1,DRAW
17/05/1914,Primera División,Independiente,Porteño,2,2,DRAW
18/10/1914,Primera División,Kimberley,Independiente,1,3,WIN
19/04/1914,Primera División,Independiente,Estudiantes de La Plata,1,1,DRAW
21/05/1914,Primera División,Atlanta,Independiente,1,7,WIN
21/06/1914,Primera División,All Boys,Independiente,3,3,DRAW
25/10/1914,Primera División,Independiente,Hispano Argentino,3,1,WIN
26/07/1914,Primera División,Independiente,Atlanta,4,0,WIN
28/06/1914,Primera División,Gimnasia y Esgrima,Independiente,0,0,DRAW
