date,competition,home_team,away_team,home_score,away_score,result
02/10/1949,Primera División,Independiente,Atlanta,2,4,LOSS
03/07/1949,Primera División,Independiente,Racing Club,2,5,LOSS
04/09/1949,Primera División,Independiente,Ferro Carril Oeste,1,0,WIN
04/12/1949,Primera División,Lanús,Independiente,4,4,DRAW
05/06/1949,Primera División,Independiente,Estudiantes de La Plata,3,3,DRAW
06/11/1949,Primera División,River Plate,Independiente,2,1,LOSS
07/08/1949,Primera División,Independiente,Gimnasia y Esgrima La Plata,1,4,LOSS
08/12/1949,Primera División,Independiente,Tigre,2,2,DRAW
09/10/1949,Primera División,Banfield,Independiente,3,2,LOSS
11/09/1949,Primera División,Platense,Independiente,2,3,WIN
12/06/1949,Primera División,Atlanta,Independiente,1,0,LOSS
13/11/1949,Primera División,Independiente,Newell’s Old Boys,3,1,WIN
14/08/1949,Primera División,Chacarita Juniors,Independiente,2,2,DRAW
15/05/1949,Primera División,Ferro Carril Oeste,Independiente,2,3,WIN
16/10/1949,Primera División,Independiente,Huracán,1,0,WIN
17/08/1949,Primera División,Independiente,Lanús,3,2,WIN
18/09/1949,Primera División,Independiente,Rosario Central,2,0,WIN
19/06/1949,Primera División,Independiente,Camilo Cervino,5,2,WIN
20/11/1949,Primera División,Gimnasia y Esgrima La Plata,Independiente,1,2,WIN
21/08/1949,Primera División,Tigre,Independiente,3,1,LOSS
22/05/1949,Primera División,Independiente,Platense,2,0,WIN
23/10/1949,Primera División,Racing Club,Independiente,3,0,LOSS
24/04/1949,Primera División,Boca Juniors,Independiente,0,2,WIN
24/07/1949,Primera División,Independiente,River Plate,2,3,LOSS
25/09/1949,Primera División,Estudiantes de La Plata,Independiente,1,1,DRAW
26/06/1949,Primera División,Huracán,Independiente,2,4,WIN
26/11/1949,Primera División,Independiente,Chacarita Juniors,3,2,WIN
28/08/1949,Primera División,Independiente,Boca Juniors,2,3,LOSS
29/05/1949,Primera División,Rosario Central,Independiente,2,1,LOSS
30/08/1949,Primera División,San Lorenzo,Independiente,2,1,LOSS
30/10/1949,Primera División,Independiente,Vélez Sarsfield,0,0,DRAW
31/07/1949,Primera División,Newell’s Old Boys,Independiente,4,0,LOSS
