date,competition,home_team,away_team,home_score,away_score,result
01/11/1964,Primera División,Independiente,River Plate,0,0,DRAW
02/07/1964,Primera División,Independiente,Newell’s Old Boys,4,0,WIN
02/08/1964,Primera División,Independiente,Boca Juniors,1,1,DRAW
03/05/1964,Primera División,Rosario Central,Independiente,0,0,DRAW
04/10/1964,Primera División,Independiente,Argentinos Juniors,3,0,WIN
06/11/1964,Primera División,Newell’s Old Boys,Independiente,0,0,DRAW
06/12/1964,Primera División,Independiente,San Lorenzo,2,2,DRAW
08/11/1964,Primera División,Independiente,Gimnasia y Esgrima La Plata,2,1,WIN
10/05/1964,Primera División,Independiente,Racing Club,3,1,WIN
10/11/1964,Primera División,Banfield,Independiente,2,1,LOSS
11/10/1964,Primera División,Huracán,Independiente,1,0,LOSS
13/09/1964,Primera División,Racing Club,Independiente,0,1,WIN
14/06/1964,Primera División,Argentinos Juniors,Independiente,3,0,LOSS
15/11/1964,Primera División,Boca Juniors,Independiente,1,0,LOSS
16/08/1964,Primera División,Independiente,Atlanta,2,0,WIN
17/05/1964,Primera División,Estudiantes de La Plata,Independiente,1,1,DRAW
18/10/1964,Primera División,Independiente,Ferro Carril Oeste,2,1,WIN
19/07/1964,Primera División,River Plate,Independiente,2,1,LOSS
20/08/1964,Primera División,Chacarita Juniors,Independiente,1,5,WIN
21/06/1964,Primera División,Independiente,Huracán,0,0,DRAW
21/10/1964,Primera División,Independiente,Rosario Central,2,0,WIN
22/11/1964,Primera División,Independiente,Chacarita Juniors,1,0,WIN
23/08/1964,Primera División,San Lorenzo,Independiente,3,1,LOSS
23/08/1964,Primera División,Vélez Sarsfield,Independiente,0,1,WIN
24/05/1964,Primera División,Independiente,Banfield,2,0,WIN
26/04/1964,Primera División,Independiente,Vélez Sarsfield,3,1,WIN
26/07/1964,Primera División,Gimnasia y Esgrima La Plata,Independiente,2,3,WIN
28/10/1964,Primera División,Independiente,Estudiantes de La Plata,1,0,WIN
29/11/1964,Primera División,Atlanta,Independiente,2,1,LOSS
