date,competition,home_team,away_team,home_score,away_score,result
01/07/1945,Primera División,Independiente,Platense,1,1,DRAW
02/09/1945,Primera División,River Plate,Independiente,3,2,LOSS
02/12/1945,Primera División,Independiente,San Lorenzo,1,0,WIN
03/06/1945,Primera División,Independiente,Estudiantes de La Plata,1,0,WIN
04/11/1945,Copa,Sp. Municipal,Independiente,2,1,LOSS
04/11/1945,Primera División,Platense,Independiente,1,3,WIN
05/08/1945,Primera División,Independiente,Gimnasia y Esgrima La Plata,5,1,WIN
06/05/1945,Primera División,Independiente,River Plate,1,2,LOSS
07/10/1945,Primera División,Independiente,Huracán,4,3,WIN
08/04/1945,Copa Competencia,Independiente,San Lorenzo,3,2,WIN
09/09/1945,Primera División,Independiente,Rosario Central,2,2,DRAW
10/06/1945,Primera División,Huracán,Independiente,3,4,WIN
11/11/1945,Primera División,Independiente,Newell’s Old Boys,3,2,WIN
12/08/1945,Primera División,San Lorenzo,Independiente,1,1,DRAW
13/05/1945,Primera División,Rosario Central,Independiente,1,4,WIN
14/10/1945,Primera División,Boca Juniors,Independiente,2,3,WIN
15/07/1945,Primera División,Newell’s Old Boys,Independiente,1,3,WIN
16/09/1945,Primera División,Atlanta,Independiente,1,0,LOSS
17/06/1945,Primera División,Independiente,Boca Juniors,2,2,DRAW
18/11/1945,Primera División,Vélez Sarsfield,Independiente,8,0,LOSS
19/08/1945,Primera División,Lanús,Independiente,2,0,LOSS
20/05/1945,Primera División,Independiente,Atlanta,2,2,DRAW
20/06/1945,Copa Competencia,Boca Juniors,Independiente,1,0,LOSS
22/04/1945,Primera División,Independiente,Lanús,1,1,DRAW
23/09/1945,Primera División,Independiente,Racing Club,5,1,WIN
24/06/1945,Primera División,Chacarita Juniors,Independiente,1,2,WIN
25/11/1945,Primera División,Gimnasia y Esgrima La Plata,Independiente,4,1,LOSS
26/08/1945,Primera División,Independiente,Ferro Carril Oeste,3,1,WIN
27/05/1945,Primera División,Racing Club,Independiente,0,2,WIN
29/04/1945,Primera División,Ferro Carril Oeste,Independiente,1,2,WIN
29/07/1945,Primera División,Independiente,Vélez Sarsfield,2,1,WIN
30/09/1945,Primera División,Estudiantes de La Plata,Independiente,1,5,WIN
