date,competition,home_team,away_team,home_score,away_score,result
01/04/1939,Primera División,Independiente,Sp. Buenos Aires,7,1,WIN
01/07/1939,Primera División,Platense,Independiente,6,2,LOSS
01/11/1939,Primera División,Argentino de Quilmes,Independiente,1,3,WIN
02/07/1939,Primera División,Atlanta,Independiente,2,5,WIN
02/09/1939,Primera División,Independiente,Argentino de Quilmes,1,1,DRAW
02/12/1939,Primera División,Atlanta,Independiente,4,2,LOSS
02/12/1939,Primera División,Newell’s Old Boys,Independiente,1,0,LOSS
03/06/1939,Primera División,Talleres,Independiente,2,3,WIN
04/06/1939,Primera División,Independiente,Argentino de Quilmes,7,0,WIN
04/11/1939,Primera División,Independiente,Banfield,1,3,LOSS
05/08/1939,Primera División,Excursionistas,Independiente,3,2,LOSS
05/11/1939,Primera División,San Lorenzo,Independiente,0,3,WIN
06/05/1939,Primera División,Quilmes,Independiente,4,1,LOSS
06/08/1939,Primera División,Independiente,Racing Club,3,3,DRAW
07/05/1939,Primera División,Independiente,River Plate,2,1,WIN
07/10/1939,Primera División,Barracas Central,Independiente,1,1,DRAW
08/04/1939,Primera División,Defensores de Belgrano,Independiente,1,0,LOSS
08/12/1939,Copa,Independiente,Boca Juniors,1,0,WIN
08/12/1939,Copa,Independiente,San Lorenzo,0,0,DRAW
09/04/1939,Primera División,Independiente,Lanús,6,1,WIN
09/07/1940,Copa,Independiente,Nacional,5,0,WIN
09/09/1939,Primera División,San Lorenzo,Independiente,6,1,LOSS
09/12/1939,Primera División,Independiente,Estudiantes,5,1,WIN
10/06/1939,Primera División,Independiente,Estudiantes de La Plata,3,1,WIN
11/06/1939,Primera División,Independiente,San Lorenzo,1,0,WIN
11/11/1939,Primera División,River Plate,Independiente,3,1,LOSS
12/10/1939,Primera División,River Plate,Independiente,2,3,WIN
12/11/1939,Primera División,Independiente,Tigre,6,1,WIN
14/05/1939,Primera División,Ferro Carril Oeste,Independiente,1,4,WIN
15/04/1939,Primera División,Independiente,Vélez Sarsfield,5,3,WIN
15/07/1939,Primera División,Independiente,Boca Juniors,1,0,WIN
15/08/1940,Copa,Independiente,San Lorenzo,2,0,WIN
15/10/1939,Primera División,Independiente,Ferro Carril Oeste,6,1,WIN
16/04/1939,Primera División,Huracán,Independiente,3,2,LOSS
16/07/1939,Primera División,Independiente,Newell’s Old Boys,2,0,WIN
16/09/1939,Primera División,Independiente,Racing Club,3,3,DRAW
17/06/1939,Primera División,Tigre,Independiente,3,0,LOSS
19/03/1939,Primera División,Boca Juniors,Independiente,0,2,WIN
19/08/1939,Primera División,Independiente,All Boys,1,4,LOSS
19/11/1939,Primera División,Platense,Independiente,0,2,WIN
20/05/1939,Primera División,Colegiales,Independiente,2,2,DRAW
20/08/1939,Primera División,Lanús,Independiente,1,2,WIN
21/05/1939,Primera División,Independiente,Gimnasia y Esgrima La Plata,0,0,DRAW
21/10/1939,Primera División,Independiente,Gimnasia y Esgrima La Plata,1,1,DRAW
22/04/1939,Primera División,Los Andes,Independiente,3,0,LOSS
22/07/1939,Primera División,Chacarita Juniors,Independiente,2,1,LOSS
22/10/1939,Primera División,Gimnasia y Esgrima La Plata,Independiente,0,5,WIN
23/04/1939,Primera División,Independiente,Vélez Sarsfield,5,0,WIN
23/07/1939,Primera División,Independiente,Boca Juniors,5,2,WIN
23/09/1939,Primera División,Almagro,Independiente,3,0,LOSS
24/06/1939,Primera División,Independiente,Lanús,7,3,WIN
24/09/1939,Primera División,Vélez Sarsfield,Independiente,1,3,WIN
25/06/1939,Primera División,Independiente,Platense,2,1,WIN
25/11/1939,Primera División,Independiente,Ferro Carril Oeste,4,2,WIN
26/03/1939,Primera División,Independiente,Estudiantes de La Plata,4,1,WIN
26/03/1939,Primera División,Racing Club,Independiente,2,0,LOSS
26/08/1939,Primera División,Temperley,Independiente,2,0,LOSS
27/05/1939,Primera División,Independiente,Sp. Dock Sud,4,3,WIN
28/05/1939,Primera División,Chacarita Juniors,Independiente,3,1,LOSS
28/10/1939,Primera División,Acassuso,Independiente,1,2,WIN
29/04/1939,Primera División,Independiente,Huracán,5,3,WIN
29/07/1939,Primera División,Independiente,Argentinos Juniors,6,1,WIN
29/10/1939,Primera División,Independiente,Chacarita Juniors,4,2,WIN
30/04/1939,Primera División,Rosario Central,Independiente,0,2,WIN
30/07/1939,Primera División,Estudiantes de La Plata,Independiente,0,1,WIN
30/09/1939,Primera División,Independiente,El Porvenir,0,1,LOSS
31/03/1940,Copa,Independiente,Central Córdoba de Rosario,5,0,WIN
