date,competition,home_team,away_team,home_score,away_score,result
01/04/1923,Primera División,Independiente,Estudiantes,4,0,WIN
03/09/1922,Primera División,Lanús,Independiente,1,3,WIN
03/12/1922,Primera División,Independiente,Def. de Belgrano,2,0,WIN
04/03/1923,Primera División,Independiente,Banfield,2,0,WIN
04/06/1922,Primera División,Independiente,Racing Club,2,3,LOSS
05/11/1922,Primera División,Independiente,River Plate,0,0,DRAW
06/05/1923,Primera División,Independiente,Barracas Central,4,0,WIN
07/05/1922,Primera División,Independiente,Gimnasia y Esgrima La Plata,1,0,WIN
08/12/1922,Primera División,Independiente,Vélez Sarsfield,5,0,WIN
09/04/1922,Primera División,Independiente,Platense,0,0,DRAW
10/12/1922,Primera División,Racing Club,Independiente,2,4,WIN
11/03/1923,Primera División,Sp. Almagro,Independiente,0,3,WIN
11/06/1922,Primera División,Banfield,Independiente,0,2,WIN
13/05/1923,Primera División,Sp. Buenos Aires,Independiente,0,1,WIN
13/08/1922,Primera División,Independiente,Palermo,2,0,WIN
14/05/1922,Primera División,River Plate,Independiente,2,3,WIN
15/04/1923,Primera División,Palermo,Independiente,0,6,WIN
16/07/1922,Primera División,Independiente,Sp. Buenos Aires,4,0,WIN
17/12/1922,Primera División,San Isidro,Independiente,3,2,LOSS
18/03/1923,Primera División,Independiente,Quilmes,6,0,WIN
18/06/1922,Primera División,San Lorenzo,Independiente,2,1,LOSS
20/08/1922,Primera División,Estudiantes,Independiente,1,2,WIN
21/05/1922,Primera División,Independiente,Estudiantil Porteño,2,0,WIN
22/04/1923,Primera División,Gimnasia y Esgrima La Plata,Independiente,1,0,LOSS
23/04/1922,Primera División,Independiente,Tigre,3,1,WIN
23/07/1922,Primera División,Independiente,Sp. Almagro,3,2,WIN
24/09/1922,Primera División,Independiente,San Isidro,4,0,WIN
27/05/1923,Primera División,Independiente,San Lorenzo,2,0,WIN
27/08/1922,Primera División,Quilmes,Independiente,1,1,DRAW
28/05/1922,Primera División,Vélez Sarsfield,Independiente,0,1,WIN
29/03/1923,Primera División,Independiente,Atlanta,1,0,WIN
29/04/1923,Primera División,Independiente,Lanús,4,2,WIN
29/06/1922,Primera División,Ferro Carril Oeste,Independiente,1,4,WIN
29/10/1922,Primera División,Tigre,Independiente,1,1,DRAW
30/04/1922,Primera División,Atlanta,Independiente,1,1,DRAW
30/07/1922,Primera División,Def. de Belgrano,Independiente,0,3,WIN
31/12/1922,Primera División,Barracas Central,Independiente,0,1,WIN
