date,competition,home_team,away_team,home_score,away_score,result
01/04/1934,Primera División,Racing Club,Independiente,0,1,WIN
01/07/1934,Primera División,Platense,Independiente,1,1,DRAW
01/11/1934,Primera División,Ferro Carril Oeste,Independiente,3,2,LOSS
02/09/1934,Primera División,Gimnasia y Esgrima La Plata,Independiente,3,4,WIN
02/12/1934,Primera División,Independiente,Huracán,2,1,WIN
04/11/1934,Primera División,Independiente,Racing Club,1,1,DRAW
05/08/1934,Primera División,Huracán,Independiente,0,2,WIN
06/05/1934,Primera División,Boca Juniors,Independiente,2,2,DRAW
08/04/1934,Primera División,Independiente,Ferro Carril Oeste,1,0,WIN
08/07/1934,Primera División,Independiente,Racing Club,1,3,LOSS
09/09/1934,Primera División,Independiente,Unión Talleres-Lanús,3,0,WIN
09/12/1934,Primera División,Argentinos Juniors,Independiente,1,5,WIN
10/06/1934,Primera División,Unión Talleres-Lanús,Independiente,1,2,WIN
11/11/1934,Primera División,Estudiantes de La Plata,Independiente,2,4,WIN
12/08/1934,Primera División,Independiente,Boca Juniors,1,1,DRAW
13/05/1934,Primera División,Independiente,Chacarita Juniors,3,1,WIN
14/10/1934,Primera División,Independiente,Chacarita Juniors,4,2,WIN
15/04/1934,Primera División,River Plate,Independiente,0,2,WIN
15/07/1934,Primera División,Ferro Carril Oeste,Independiente,1,3,WIN
16/12/1934,Primera División,Independiente,Unión Talleres-Lanús,2,0,WIN
17/06/1934,Primera División,Vélez Sarsfield,Independiente,2,1,LOSS
18/03/1934,Primera División,Independiente,Platense,1,1,DRAW
18/11/1934,Primera División,Independiente,Boca Juniors,1,1,DRAW
19/08/1934,Primera División,Chacarita Juniors,Independiente,2,0,LOSS
20/05/1934,Primera División,San Lorenzo,Independiente,1,2,WIN
21/10/1934,Primera División,San Lorenzo,Independiente,0,4,WIN
22/04/1934,Primera División,Independiente,Unión Atlanta-Argentinos Juniors,2,0,WIN
22/07/1934,Primera División,Independiente,River Plate,1,0,WIN
23/09/1934,Primera División,Estudiantes de La Plata,Independiente,1,0,LOSS
23/12/1934,Primera División,Independiente,Vélez Sarsfield,1,0,WIN
24/06/1934,Primera División,Independiente,Estudiantes de La Plata,3,1,WIN
25/05/1934,Primera División,Independiente,Gimnasia y Esgrima La Plata,1,3,LOSS
26/08/1934,Primera División,Independiente,San Lorenzo,2,2,DRAW
28/10/1934,Primera División,Independiente,Gimnasia y Esgrima La Plata,1,1,DRAW
29/04/1934,Primera División,Independiente,Huracán,4,1,WIN
29/07/1934,Primera División,Unión Atlanta-Argentinos Juniors,Independiente,0,1,WIN
30/09/1934,Primera División,River Plate,Independiente,1,0,LOSS
