date,competition,home_team,away_team,home_score,away_score,result
02/07/1944,Primera División,Independiente,Ferro Carril Oeste,0,1,LOSS
03/09/1944,Primera División,Independiente,Huracán,0,2,LOSS
04/06/1944,Primera División,Independiente,Boca Juniors,4,0,WIN
05/11/1944,Primera División,Ferro Carril Oeste,Independiente,2,1,LOSS
06/08/1944,Primera División,River Plate,Independiente,4,4,DRAW
07/05/1944,Primera División,Independiente,Lanús,1,1,DRAW
08/10/1944,Primera División,Independiente,Platense,5,3,WIN
09/04/1944,Copa Competencia,San Lorenzo,Independiente,4,1,LOSS
10/09/1944,Primera División,Atlanta,Independiente,0,0,DRAW
11/06/1944,Primera División,Platense,Independiente,1,2,WIN
12/11/1944,Primera División,Independiente,Chacarita Juniors,3,1,WIN
16/04/1944,Primera División,Independiente,River Plate,2,2,DRAW
16/07/1944,Primera División,Chacarita Juniors,Independiente,2,2,DRAW
17/09/1944,Primera División,Independiente,Estudiantes de La Plata,0,2,LOSS
18/06/1944,Primera División,Independiente,Rosario Central,0,2,LOSS
19/11/1944,Primera División,Vélez Sarsfield,Independiente,0,1,WIN
20/08/1944,Primera División,Newell’s Old Boys,Independiente,2,0,LOSS
21/05/1944,Primera División,Independiente,Atlanta,0,0,DRAW
23/07/1944,Primera División,Independiente,Vélez Sarsfield,1,1,DRAW
24/09/1944,Primera División,Boca Juniors,Independiente,2,2,DRAW
25/04/1944,Primera División,Banfield,Independiente,0,1,WIN
25/06/1944,Primera División,Racing Club,Independiente,4,2,LOSS
26/11/1944,Primera División,Independiente,San Lorenzo,0,0,DRAW
27/08/1944,Primera División,Lanús,Independiente,2,4,WIN
27/10/1944,Primera División,Rosario Central,Independiente,4,1,LOSS
28/05/1944,Primera División,Estudiantes de La Plata,Independiente,2,2,DRAW
30/04/1944,Primera División,Independiente,Newell’s Old Boys,4,1,WIN
30/07/1944,Primera División,San Lorenzo,Independiente,1,1,DRAW
30/11/1944,Copa,San Lorenzo,Independiente,2,0,LOSS
