date,competition,home_team,away_team,home_score,away_score,result
01/08/1937,Primera División,Independiente,Gimnasia y Esgrima La Plata,4,2,WIN
02/05/1937,Primera División,San Lorenzo,Independiente,3,3,DRAW
03/10/1937,Primera División,Independiente,Argentinos Juniors,3,2,WIN
04/04/1937,Primera División,Independiente,Ferro Carril Oeste,2,0,WIN
04/07/1937,Primera División,Independiente,Atlanta,2,2,DRAW
05/06/1937,Primera División,Independiente,El Porvenir,5,2,WIN
05/12/1937,Primera División,Independiente,Lanús,6,1,WIN
06/06/1937,Primera División,Boca Juniors,Independiente,0,1,WIN
07/11/1937,Primera División,Independiente,Platense,2,1,WIN
08/05/1937,Primera División,Sp. Dock Sud,Independiente,2,3,WIN
08/08/1937,Primera División,Estudiantes de La Plata,Independiente,0,1,WIN
08/12/1937,Primera División,Gimnasia y Esgrima La Plata,Independiente,3,1,LOSS
10/04/1937,Primera División,Independiente,Sp. Barracas,5,1,WIN
11/04/1937,Primera División,Vélez Sarsfield,Independiente,6,4,LOSS
11/07/1937,Primera División,Chacarita Juniors,Independiente,1,0,LOSS
12/06/1937,Primera División,Boca Juniors,Independiente,5,0,LOSS
12/09/1937,Primera División,Huracán,Independiente,2,4,WIN
12/12/1937,Primera División,Independiente,Estudiantes de La Plata,5,2,WIN
13/06/1937,Primera División,Independiente,Tigre,4,1,WIN
14/11/1937,Primera División,Atlanta,Independiente,0,1,WIN
15/05/1937,Primera División,Independiente,Barracas Central,6,2,WIN
15/08/1937,Primera División,Racing Club,Independiente,1,4,WIN
17/04/1937,Primera División,Racing Club,Independiente,3,2,LOSS
18/04/1937,Primera División,Independiente,Huracán,0,1,LOSS
18/07/1937,Primera División,Independiente,Talleres,8,0,WIN
19/12/1937,Primera División,Independiente,Racing Club,3,1,WIN
21/11/1937,Primera División,Independiente,Chacarita Juniors,3,2,WIN
22/08/1937,Primera División,Ferro Carril Oeste,Independiente,1,0,LOSS
23/05/1937,Primera División,Argentinos Juniors,Independiente,3,7,WIN
24/04/1937,Primera División,Independiente,Sp. Alsina,1,1,DRAW
24/10/1937,Primera División,Independiente,Boca Juniors,3,0,WIN
25/07/1937,Primera División,Lanús,Independiente,2,3,WIN
26/09/1937,Primera División,Quilmes,Independiente,1,7,WIN
28/11/1937,Primera División,Talleres,Independiente,2,3,WIN
29/05/1937,Primera División,Argentinos Juniors,Independiente,1,3,WIN
29/08/1937,Primera División,Independiente,Vélez Sarsfield,3,0,WIN
30/05/1937,Primera División,Independiente,River Plate,1,2,LOSS
