date,competition,home_team,away_team,home_score,away_score,result
01/03/1976,Campeonato Metropolitano,Independiente,Colón,3,2,WIN
01/12/1976,Campeonato Nacional,Independiente,Quilmes,4,1,WIN
02/05/1976,Campeonato Metropolitano,Colón,Independiente,2,2,DRAW
02/06/1976,Campeonato Metropolitano,Independiente,All Boys,3,0,WIN
02/08/1976,Campeonato Metropolitano,Independiente,Unión,0,1,LOSS
03/10/1976,Campeonato Nacional,Quilmes,Independiente,3,0,LOSS
04/04/1976,Campeonato Metropolitano,All Boys,Independiente,0,0,DRAW
04/07/1976,Campeonato Metropolitano,Independiente,Huracán,0,1,LOSS
04/08/1976,Campeonato Metropolitano,Independiente,San Lorenzo,2,0,WIN
05/12/1976,Campeonato Nacional,Atlético Tucumán,Independiente,1,2,WIN
06/06/1976,Campeonato Metropolitano,Boca Juniors,Independiente,0,0,DRAW
07/03/1976,Campeonato Metropolitano,Ferro Carril Oeste,Independiente,0,0,DRAW
08/08/1976,Campeonato Metropolitano,Colón,Independiente,1,0,LOSS
08/12/1976,Campeonato Nacional,Boca Juniors,Independiente,1,0,LOSS
09/05/1976,Campeonato Metropolitano,Independiente,Ferro Carril Oeste,1,1,DRAW
10/10/1976,Campeonato Nacional,Independiente,Atlético Tucumán,1,1,DRAW
11/04/1976,Campeonato Metropolitano,Independiente,Boca Juniors,1,1,DRAW
11/07/1976,Campeonato Metropolitano,Independiente,Rosario Central,4,1,WIN
12/09/1976,Campeonato Nacional,Independiente,Gimnasia y Esgrima La Plata,0,1,LOSS
12/12/1976,Campeonato Nacional,Independiente,Temperley,1,1,DRAW
13/06/1976,Campeonato Metropolitano,Independiente,Boca Juniors,1,2,LOSS
14/03/1976,Campeonato Metropolitano,Independiente,San Telmo,3,0,WIN
14/07/1976,Campeonato Metropolitano,River Plate,Independiente,1,0,LOSS
14/11/1976,Campeonato Nacional,Independiente,Racing Club,1,1,DRAW
15/02/1976,Campeonato Metropolitano,Huracán,Independiente,2,1,LOSS
15/04/1976,Campeonato Metropolitano,Independiente,Huracán,2,2,DRAW
17/03/1976,Campeonato Metropolitano,Banfield,Independiente,3,3,DRAW
17/10/1976,Campeonato Nacional,Independiente,Boca Juniors,2,1,WIN
18/03/1976,Campeonato Metropolitano,Independiente,Atlanta,2,1,WIN
18/04/1976,Campeonato Metropolitano,Rosario Central,Independiente,0,0,DRAW
18/07/1976,Campeonato Metropolitano,Newell’s Old Boys,Independiente,1,0,LOSS
19/09/1976,Campeonato Nacional,Gimnasia y Esgrima de Jujuy,Independiente,0,0,DRAW
21/11/1976,Campeonato Nacional,Chacarita Juniors,Independiente,1,1,DRAW
22/02/1976,Campeonato Metropolitano,Estudiantes de La Plata,Independiente,2,2,DRAW
23/05/1976,Campeonato Metropolitano,Independiente,Banfield,1,0,WIN
24/10/1976,Campeonato Nacional,Temperley,Independiente,1,2,WIN
25/04/1976,Campeonato Metropolitano,Independiente,Estudiantes de La Plata,0,1,LOSS
26/09/1976,Campeonato Nacional,Racing Club,Independiente,1,2,WIN
27/06/1976,Campeonato Metropolitano,Quilmes,Independiente,4,2,LOSS
28/03/1976,Campeonato Metropolitano,Independiente,Racing Club,4,2,WIN
29/09/1976,Campeonato Nacional,Independiente,Chacarita Juniors,3,1,WIN
31/10/1976,Campeonato Nacional,Gimnasia y Esgrima La Plata,Independiente,1,3,WIN
