date,competition,home_team,away_team,home_score,away_score,result
02/08/1959,Primera División,Independiente,Gimnasia y Esgrima La Plata,0,0,DRAW
03/05/1959,Primera División,Independiente,Vélez Sarsfield,2,3,LOSS
04/10/1959,Primera División,Argentinos Juniors,Independiente,1,1,DRAW
06/09/1959,Primera División,Central Córdoba,Independiente,2,2,DRAW
07/06/1959,Primera División,Independiente,Argentinos Juniors,1,1,DRAW
08/11/1959,Primera División,Independiente,Boca Juniors,1,4,LOSS
11/11/1959,Primera División,Gimnasia y Esgrima La Plata,Independiente,3,3,DRAW
12/05/1959,Primera División,San Lorenzo,Independiente,0,1,WIN
12/10/1959,Primera División,Independiente,Ferro Carril Oeste,1,1,DRAW
13/09/1959,Primera División,Independiente,Newell’s Old Boys,2,0,WIN
14/06/1959,Primera División,Ferro Carril Oeste,Independiente,0,2,WIN
15/11/1959,Primera División,Independiente,Racing Club,3,4,LOSS
17/08/1959,Primera División,Atlanta,Independiente,1,1,DRAW
18/05/1959,Primera División,Independiente,Central Córdoba,3,0,WIN
18/10/1959,Primera División,Huracán,Independiente,1,1,DRAW
20/09/1959,Primera División,River Plate,Independiente,1,0,LOSS
21/06/1959,Primera División,Independiente,Huracán,4,0,WIN
22/11/1959,Primera División,Independiente,Atlanta,2,0,WIN
24/05/1959,Primera División,Newell’s Old Boys,Independiente,1,1,DRAW
26/07/1959,Primera División,Boca Juniors,Independiente,0,1,WIN
27/09/1959,Primera División,Independiente,Estudiantes de La Plata,1,0,WIN
28/05/1959,Primera División,Independiente,River Plate,1,0,WIN
28/10/1959,Primera División,Independiente,Lanús,1,1,DRAW
30/08/1959,Primera División,Independiente,San Lorenzo,2,3,LOSS
31/05/1959,Primera División,Estudiantes de La Plata,Independiente,2,0,LOSS
31/10/1959,Primera División,Rosario Central,Independiente,4,0,LOSS
