date,competition,home_team,away_team,home_score,away_score,result
01/01/1928,Primera División,Independiente,Argentino de Quilmes,3,0,WIN
03/04/1927,Primera División,Independiente,San Fernando,2,1,WIN
03/07/1927,Primera División,Independiente,Argentinos Juniors,5,3,WIN
04/09/1927,Primera División,Independiente,Quilmes,2,0,WIN
05/06/1927,Primera División,Independiente,Gimnasia y Esgrima La Plata,1,0,WIN
08/05/1927,Primera División,Independiente,Liberal Argentino,1,0,WIN
08/12/1927,Primera División,Independiente,Estudiantes,1,1,DRAW
10/04/1927,Primera División,Estudiantes de La Plata,Independiente,2,2,DRAW
12/06/1927,Primera División,Chacarita Juniors,Independiente,2,1,LOSS
13/11/1927,Primera División,Sp. Buenos Aires,Independiente,1,2,WIN
14/08/1927,Primera División,Independiente,Sp. Barracas,1,2,LOSS
15/01/1928,Primera División,Independiente,Almagro,4,0,WIN
15/05/1927,Primera División,Platense,Independiente,0,2,WIN
16/10/1927,Primera División,Porteño,Independiente,2,3,WIN
17/04/1927,Primera División,Atlanta,Independiente,2,0,LOSS
17/07/1927,Primera División,Defensores de Belgrano,Independiente,0,0,DRAW
18/09/1927,Primera División,Sp. Palermo,Independiente,1,0,LOSS
18/12/1927,Primera División,Independiente,Racing Club,7,4,WIN
19/03/1927,Primera División,Independiente,Excursionistas,3,0,WIN
19/06/1927,Primera División,Independiente,Lanús,2,1,WIN
21/08/1927,Primera División,Boca Juniors,Independiente,3,0,LOSS
22/01/1928,Primera División,Independiente,Estudiantil Porteño,4,3,WIN
22/05/1927,Primera División,Independiente,San Isidro,5,2,WIN
24/04/1927,Primera División,Independiente,Argentino del Sud,2,0,WIN
24/07/1927,Primera División,Independiente,Ferro Carril Oeste,0,1,LOSS
24/12/1927,Primera División,Independiente,San Lorenzo,2,2,DRAW
26/06/1927,Primera División,Talleres,Independiente,0,2,WIN
27/03/1927,Primera División,Huracán,Independiente,2,0,LOSS
27/11/1927,Primera División,River Plate,Independiente,0,2,WIN
29/05/1927,Primera División,Tigre,Independiente,1,4,WIN
31/07/1927,Primera División,Barracas Central,Independiente,1,0,LOSS
