date,competition,home_team,away_team,home_score,away_score,result
01/09/1983,Primera División,Huracán,Independiente,1,1,DRAW
01/12/1983,Primera División,Independiente,Estudiantes de La Plata,2,1,WIN
02/10/1983,Primera División,Rosario Central,Independiente,2,0,LOSS
02/11/1983,Primera División,Independiente,San Lorenzo,0,2,LOSS
03/07/1983,Primera División,Independiente,Unión,3,2,WIN
03/08/1983,Primera División,Independiente,River Plate,0,0,DRAW
04/06/1983,Campeonato Nacional,Estudiantes de La Plata,Independiente,2,0,LOSS
06/11/1983,Primera División,Racing de Córdoba,Independiente,1,1,DRAW
08/05/1983,Campeonato Nacional,Temperley,Independiente,0,0,DRAW
08/12/1983,Primera División,Temperley,Independiente,0,2,WIN
09/10/1983,Primera División,Independiente,Platense,2,0,WIN
10/04/1983,Campeonato Nacional,Chaco For Ever,Independiente,2,2,DRAW
10/06/1983,Campeonato Nacional,Independiente,Estudiantes de La Plata,2,1,WIN
11/12/1983,Primera División,Independiente,Vélez Sarsfield,1,1,DRAW
12/06/1983,Primera División,Independiente,Rosario Central,1,1,DRAW
12/10/1983,Primera División,Boca Juniors,Independiente,3,3,DRAW
13/03/1983,Campeonato Nacional,Independiente,Chaco For Ever,2,0,WIN
14/04/1983,Campeonato Nacional,San Martín de Tucumán,Independiente,0,2,WIN
14/08/1983,Primera División,Estudiantes de La Plata,Independiente,0,0,DRAW
15/05/1983,Campeonato Nacional,Unión,Independiente,1,0,LOSS
15/12/1983,Primera División,Argentinos Juniors,Independiente,2,2,DRAW
16/10/1983,Primera División,Independiente,Ferro Carril Oeste,1,0,WIN
16/11/1983,Primera División,Independiente,Newell’s Old Boys,1,1,DRAW
17/04/1983,Campeonato Nacional,Independiente,Argentinos Juniors,1,1,DRAW
17/08/1983,Primera División,Independiente,Argentinos Juniors,1,1,DRAW
18/09/1983,Primera División,Vélez Sarsfield,Independiente,3,1,LOSS
18/12/1983,Primera División,Talleres de Córdoba,Independiente,1,1,DRAW
19/05/1983,Campeonato Nacional,Independiente,Unión,1,0,WIN
19/06/1983,Primera División,Platense,Independiente,1,1,DRAW
19/10/1983,Primera División,Unión,Independiente,1,1,DRAW
20/03/1983,Campeonato Nacional,Independiente,San Martín de Tucumán,4,0,WIN
20/11/1983,Primera División,River Plate,Independiente,1,2,WIN
21/05/1983,Campeonato Nacional,Racing de Córdoba,Independiente,1,1,DRAW
22/12/1983,Primera División,Independiente,Racing Club,2,0,WIN
23/10/1983,Primera División,Independiente,Huracán,3,0,WIN
24/07/1983,Primera División,Independiente,Racing de Córdoba,0,0,DRAW
25/05/1983,Campeonato Nacional,Independiente,Racing de Córdoba,1,1,DRAW
25/09/1983,Primera División,Racing Club,Independiente,1,2,WIN
26/06/1983,Primera División,Independiente,Boca Juniors,2,2,DRAW
27/03/1983,Campeonato Nacional,Argentinos Juniors,Independiente,0,0,DRAW
27/04/1983,Campeonato Nacional,Nueva Chicago,Independiente,0,2,WIN
28/08/1983,Primera División,Nueva Chicago,Independiente,0,0,DRAW
29/05/1983,Campeonato Nacional,Argentinos Juniors,Independiente,2,1,LOSS
29/06/1983,Primera División,Ferro Carril Oeste,Independiente,0,1,WIN
30/04/1983,Campeonato Nacional,Instituto de Córdoba,Independiente,2,2,DRAW
