date,competition,home_team,away_team,home_score,away_score,result
01/08/1982,Primera División,Platense,Independiente,0,2,WIN
03/03/1982,Campeonato Nacional,Independiente,Unión,1,1,DRAW
03/10/1982,Primera División,Independiente,Quilmes,3,2,WIN
03/11/1982,Primera División,Rosario Central,Independiente,2,4,WIN
04/04/1982,Campeonato Nacional,Independiente,Estudiantes de Santiago del Estero,3,0,WIN
05/01/1983,Primera División,Independiente,Racing Club,3,1,WIN
05/12/1982,Primera División,Independiente,Sarmiento,0,0,DRAW
06/10/1982,Primera División,Unión,Independiente,0,0,DRAW
07/03/1982,Campeonato Nacional,Independiente,Racing Club,1,1,DRAW
07/11/1982,Primera División,Independiente,Platense,1,0,WIN
08/01/1983,Primera División,Quilmes,Independiente,0,1,WIN
08/08/1982,Primera División,Independiente,Boca Juniors,1,1,DRAW
08/09/1982,Primera División,Nueva Chicago,Independiente,1,1,DRAW
08/12/1982,Primera División,Instituto de Córdoba,Independiente,2,3,WIN
10/10/1982,Primera División,Independiente,Vélez Sarsfield,1,0,WIN
10/11/1982,Primera División,Boca Juniors,Independiente,1,0,LOSS
11/04/1982,Campeonato Nacional,Independiente,Unión San Vicente de Córdoba,1,0,WIN
12/12/1982,Primera División,Independiente,Nueva Chicago,1,1,DRAW
13/09/1982,Primera División,Independiente,Newell’s Old Boys,2,1,WIN
14/02/1982,Campeonato Nacional,Estudiantes de Santiago del Estero,Independiente,1,4,WIN
14/02/1983,Primera División,Racing de Córdoba,Independiente,2,2,DRAW
14/03/1982,Campeonato Nacional,San Lorenzo de Mar del Plata,Independiente,0,1,WIN
15/01/1983,Primera División,Independiente,Unión,2,0,WIN
16/05/1982,Campeonato Nacional,Independiente,Ferro Carril Oeste,0,4,LOSS
16/10/1982,Primera División,Talleres,Independiente,3,1,LOSS
17/08/1982,Primera División,Estudiantes de La Plata,Independiente,0,0,DRAW
18/04/1982,Campeonato Nacional,Unión,Independiente,3,0,LOSS
18/07/1982,Primera División,Huracán,Independiente,1,0,LOSS
18/12/1982,Primera División,Newell’s Old Boys,Independiente,1,1,DRAW
19/09/1982,Primera División,Argentinos Juniors,Independiente,0,2,WIN
21/03/1982,Campeonato Nacional,Independiente,Atlético Concepción de Tucumán,1,0,WIN
21/11/1982,Primera División,Independiente,Estudiantes de La Plata,1,1,DRAW
22/01/1983,Primera División,Vélez Sarsfield,Independiente,1,3,WIN
22/02/1982,Campeonato Nacional,Independiente,Argentinos Juniors,2,2,DRAW
22/08/1982,Primera División,Independiente,Ferro Carril Oeste,5,0,WIN
24/10/1982,Primera División,Independiente,Racing de Córdoba,2,2,DRAW
25/04/1982,Campeonato Nacional,Racing Club,Independiente,1,2,WIN
25/07/1982,Primera División,Independiente,Rosario Central,2,1,WIN
26/09/1982,Primera División,Racing Club,Independiente,0,2,WIN
28/02/1982,Campeonato Nacional,Unión San Vicente,Independiente,2,3,WIN
28/11/1982,Primera División,Ferro Carril Oeste,Independiente,0,0,DRAW
29/01/1983,Primera División,Independiente,Talleres de Córdoba,3,1,WIN
29/09/1982,Primera División,Independiente,River Plate,1,0,WIN
30/04/1982,Campeonato Nacional,Independiente,San Lorenzo de Mar del Plata,3,0,WIN
30/12/1982,Primera División,River Plate,Independiente,1,1,DRAW
31/10/1982,Primera División,Independiente,Huracán,1,1,DRAW
