date,competition,home_team,away_team,home_score,away_score,result
01/05/1913,Primera División,Estudiantes de La Plata,Independiente,6,2,LOSS
02/11/1913,Primera División,Kimberley,Independiente,0,2,WIN
03/08/1913,Primera División,Independiente,Porteño,3,2,WIN
05/10/1913,Primera División,Tigre,Independiente,2,1,LOSS
06/07/1913,Primera División,Independiente,Kimberley,2,2,DRAW
09/11/1913,Primera División,Hispano Argentino,Independiente,0,3,WIN
11/05/1913,Primera División,Independiente,Argentino de Quilmes,0,0,DRAW
11/11/1913,Primera División,Independiente,Estudiantes de La Plata,1,3,LOSS
14/12/1913,Primera División,Independiente,Gimnasia y Esgrima,2,4,LOSS
15/06/1913,Primera División,Independiente,Argentino de Vélez Sarsfield,1,2,LOSS
15/06/1913,Primera División,Independiente,Atlanta,6,2,WIN
18/05/1913,Primera División,Independiente,Tigre,2,0,WIN
19/10/1913,Primera División,Porteño,Independiente,0,0,DRAW
20/07/1913,Primera División,Independiente,Hispano Argentino,3,3,DRAW
21/09/1913,Primera División,Argentino de Quilmes,Independiente,4,0,LOSS
22/06/1913,Primera División,Gimnasia y Esgrima,Independiente,1,1,DRAW
26/10/1913,Primera División,Atlanta,Independiente,4,3,LOSS
27/07/1913,Primera División,Independiente,Sociedad Sportiva Argentina,3,0,WIN
30/11/1913,Primera División,Sociedad Sportiva Argentina,Independiente,0,5,WIN
