date,competition,home_team,away_team,home_score,away_score,result
02/08/1931,Primera División,Gimnasia y Esgrima La Plata,Independiente,2,1,LOSS
04/06/1931,Primera División,Argentinos Juniors,Independiente,1,1,DRAW
04/10/1931,Primera División,Independiente,Argentinos Juniors,3,2,WIN
05/09/1931,Primera División,Independiente,Platense,2,0,WIN
06/01/1932,Primera División,Vélez Sarsfield,Independiente,2,3,WIN
06/12/1931,Primera División,Independiente,Gimnasia y Esgrima La Plata,1,1,DRAW
07/06/1931,Primera División,Independiente,Huracán,3,1,WIN
09/01/1932,Primera División,Independiente,Racing Club,1,4,LOSS
09/07/1931,Primera División,Estudiantes de La Plata,Independiente,5,2,LOSS
09/08/1931,Primera División,Independiente,Quilmes,1,1,DRAW
11/10/1931,Primera División,Huracán,Independiente,5,1,LOSS
11/11/1931,Primera División,Independiente,Estudiantes de La Plata,3,2,WIN
12/07/1931,Primera División,Independiente,Talleres,1,0,WIN
12/09/1931,Primera División,Tigre,Independiente,1,4,WIN
13/12/1931,Primera División,Independiente,Ferro Carril Oeste,2,1,WIN
14/06/1931,Primera División,Lanús,Independiente,0,2,WIN
15/11/1931,Primera División,Talleres,Independiente,3,0,LOSS
16/08/1931,Primera División,Ferro Carril Oeste,Independiente,1,1,DRAW
18/10/1931,Primera División,Independiente,Lanús,4,1,WIN
19/07/1931,Primera División,River Plate,Independiente,1,0,LOSS
20/09/1931,Primera División,Independiente,Vélez Sarsfield,1,0,WIN
20/12/1931,Primera División,Independiente,San Lorenzo,5,3,WIN
22/11/1931,Primera División,Independiente,River Plate,2,1,WIN
25/10/1931,Primera División,Boca Juniors,Independiente,1,1,DRAW
26/07/1931,Primera División,Independiente,Chacarita Juniors,1,1,DRAW
27/09/1931,Primera División,Racing Club,Independiente,7,4,LOSS
27/12/1931,Primera División,Platense,Independiente,4,1,LOSS
28/06/1931,Primera División,Independiente,Boca Juniors,2,3,LOSS
29/11/1931,Primera División,Chacarita Juniors,Independiente,1,3,WIN
30/08/1931,Primera División,San Lorenzo,Independiente,1,1,DRAW
31/10/1931,Primera División,Atlanta,Independiente,0,1,WIN
