date,competition,home_team,away_team,home_score,away_score,result
03/03/1968,Campeonato Metropolitano,Quilmes,Independiente,1,0,LOSS
04/11/1968,Campeonato Nacional,Independiente,Independiente Rivadavia de Mendoza,4,0,WIN
05/05/1968,Campeonato Metropolitano,Racing Club,Independiente,1,0,LOSS
06/10/1968,Campeonato Nacional,Racing Club,Independiente,4,1,LOSS
07/04/1968,Campeonato Metropolitano,Independiente,Chacarita Juniors,3,0,WIN
07/07/1968,Campeonato Metropolitano,River Plate,Independiente,1,0,LOSS
07/11/1968,Campeonato Nacional,Estudiantes de La Plata,Independiente,2,1,LOSS
08/09/1968,Campeonato Nacional,River Plate,Independiente,1,0,LOSS
08/12/1968,Campeonato Nacional,Independiente,Boca Juniors,1,0,WIN
09/06/1968,Campeonato Metropolitano,Tigre,Independiente,1,2,WIN
10/03/1968,Campeonato Metropolitano,Independiente,Los Andes,3,0,WIN
10/11/1968,Campeonato Nacional,San Martín de Tucumán,Independiente,2,0,LOSS
12/07/1968,Campeonato Metropolitano,Independiente,Gimnasia y Esgrima La Plata,1,0,WIN
13/05/1968,Campeonato Metropolitano,Independiente,Vélez Sarsfield,1,1,DRAW
13/12/1968,Campeonato Nacional,Rosario Central,Independiente,3,0,LOSS
16/09/1968,Campeonato Nacional,Independiente,Colón,2,2,DRAW
17/03/1968,Campeonato Metropolitano,Rosario Central,Independiente,0,0,DRAW
20/10/1968,Campeonato Nacional,Belgrano de Córdoba,Independiente,0,0,DRAW
21/04/1968,Campeonato Metropolitano,Independiente,River Plate,1,2,LOSS
21/07/1968,Campeonato Metropolitano,Independiente,Racing Club,2,2,DRAW
23/06/1968,Campeonato Metropolitano,Chacarita Juniors,Independiente,0,0,DRAW
24/03/1968,Campeonato Metropolitano,Independiente,Tigre,1,0,WIN
24/11/1968,Campeonato Nacional,Independiente,Vélez Sarsfield,2,5,LOSS
26/05/1968,Campeonato Metropolitano,Los Andes,Independiente,1,1,DRAW
28/04/1968,Campeonato Metropolitano,Gimnasia y Esgrima La Plata,Independiente,0,5,WIN
28/06/1968,Campeonato Metropolitano,Independiente,Argentinos Juniors,4,0,WIN
28/07/1968,Campeonato Metropolitano,Vélez Sarsfield,Independiente,1,0,LOSS
29/09/1968,Campeonato Nacional,Independiente,Los Andes,4,1,WIN
31/03/1968,Campeonato Metropolitano,Huracán,Independiente,2,1,LOSS
