date,competition,home_team,away_team,home_score,away_score,result
01/11/1973,Campeonato Nacional,Chaco For Ever,Independiente,1,2,WIN
02/09/1973,Campeonato Metropolitano,Huracán,Independiente,1,0,LOSS
02/12/1973,Campeonato Nacional,Racing Club,Independiente,1,3,WIN
03/06/1973,Campeonato Metropolitano,Independiente,All Boys,1,0,WIN
04/07/1973,Campeonato Metropolitano,Independiente,San Lorenzo,0,1,LOSS
04/11/1973,Campeonato Nacional,Independiente Rivadavia de Mendoza,Independiente,2,1,LOSS
05/08/1973,Campeonato Metropolitano,Independiente,Atlanta,0,1,LOSS
05/10/1973,Campeonato Nacional,Independiente,Atlanta,1,3,LOSS
06/05/1973,Campeonato Metropolitano,Independiente,Vélez Sarsfield,2,2,DRAW
07/09/1973,Campeonato Metropolitano,Independiente,River Plate,1,0,WIN
08/04/1973,Campeonato Metropolitano,Argentinos Juniors,Independiente,2,1,LOSS
09/03/1973,Campeonato Metropolitano,Ferro Carril Oeste,Independiente,0,1,WIN
10/06/1973,Campeonato Metropolitano,Rosario Central,Independiente,1,1,DRAW
11/11/1973,Campeonato Nacional,Independiente,Kimberley de Mar del Plata,2,1,WIN
12/08/1973,Campeonato Metropolitano,Colón,Independiente,2,2,DRAW
13/05/1973,Campeonato Metropolitano,Estudiantes de La Plata,Independiente,1,2,WIN
14/10/1973,Campeonato Nacional,Independiente,Argentinos Juniors,2,0,WIN
14/11/1973,Campeonato Nacional,Rosario Central,Independiente,2,1,LOSS
15/07/1973,Campeonato Metropolitano,Boca Juniors,Independiente,0,2,WIN
15/08/1973,Campeonato Metropolitano,Independiente,Racing Club,0,0,DRAW
16/04/1973,Campeonato Metropolitano,Independiente,Boca Juniors,2,0,WIN
16/09/1973,Campeonato Metropolitano,All Boys,Independiente,0,1,WIN
16/12/1973,Campeonato Nacional,Huracán,Independiente,2,2,DRAW
18/03/1973,Campeonato Metropolitano,Independiente,Gimnasia y Esgrima La Plata,4,0,WIN
19/04/1973,Campeonato Metropolitano,Atlanta,Independiente,0,1,WIN
19/08/1973,Campeonato Metropolitano,Vélez Sarsfield,Independiente,2,0,LOSS
20/05/1973,Campeonato Metropolitano,Independiente,Huracán,1,2,LOSS
21/04/1973,Campeonato Metropolitano,Independiente,Colón,2,0,WIN
21/10/1973,Campeonato Nacional,Belgrano de Córdoba,Independiente,1,1,DRAW
22/06/1973,Campeonato Metropolitano,Independiente,Chacarita Juniors,1,0,WIN
24/10/1973,Campeonato Nacional,Atlético Tucumán,Independiente,1,1,DRAW
25/11/1973,Campeonato Nacional,Gimnasia y Esgrima de Jujuy,Independiente,2,2,DRAW
26/08/1973,Campeonato Metropolitano,Independiente,Estudiantes de La Plata,0,1,LOSS
27/05/1973,Campeonato Metropolitano,River Plate,Independiente,2,2,DRAW
28/10/1973,Campeonato Nacional,Sp. Desamparados de San Juan,Independiente,1,0,LOSS
29/04/1973,Campeonato Metropolitano,Racing Club,Independiente,0,0,DRAW
29/07/1973,Campeonato Metropolitano,Newell’s Old Boys,Independiente,2,0,LOSS
30/09/1973,Campeonato Metropolitano,Chacarita Juniors,Independiente,2,0,LOSS
