date,competition,home_team,away_team,home_score,away_score,result
01/08/1915,Primera División,Independiente,Argentino de Quilmes,2,0,WIN
02/05/1915,Copa Competencia,Comercio,Independiente,1,3,WIN
03/10/1915,Primera División,Estudiantes de La Plata,Independiente,1,1,DRAW
04/04/1915,Primera División,San Isidro,Independiente,2,0,LOSS
04/07/1915,Primera División,Independiente,Porteño,1,1,DRAW
08/08/1915,Primera División,Independiente,Ferro Carril Oeste,1,0,WIN
09/05/1915,Primera División,Independiente,Comercio,7,0,WIN
11/04/1915,Primera División,Independiente,Boca Juniors,1,1,DRAW
11/07/1915,Primera División,Floresta,Independiente,0,3,WIN
12/09/1915,Primera División,Independiente,Estudiantil Porteño,4,1,WIN
12/12/1915,Primera División,Racing Club,Independiente,1,2,WIN
13/05/1915,Primera División,Banfield,Independiente,0,0,DRAW
13/06/1915,Copa de Honor,San Isidro,Independiente,1,0,LOSS
16/05/1915,Primera División,Independiente,Hispano Argentino,0,0,DRAW
18/04/1915,Primera División,Independiente,Kimberley,4,1,WIN
18/07/1915,Primera División,Independiente,Belgrano AC.,2,0,WIN
19/09/1915,Primera División,Defensores de Belgrano,Independiente,0,3,WIN
20/06/1915,Primera División,Independiente,Estudiantes,0,3,LOSS
22/08/1915,Primera División,Independiente,Tigre,3,0,WIN
23/05/1915,Primera División,Independiente,San Lorenzo,3,0,WIN
24/10/1915,Primera División,Independiente,Quilmes,0,1,LOSS
25/04/1915,Primera División,Huracán,Independiente,1,0,LOSS
25/07/1915,Primera División,Atlanta,Independiente,1,3,WIN
27/06/1915,Copa Competencia,Estudiantes de La Plata,Independiente,2,0,LOSS
29/08/1915,Primera División,Platense,Independiente,4,1,LOSS
31/10/1915,Primera División,Gimnasia y Esgrima,Independiente,2,1,LOSS
